tourney_name,Tournament,Winner,Loser,Winner,Loser,round,,Round,,AvgW,AvgL,Avgoddsw,Averoddsl
Queen's Club,Queen's Club Championships,Simon,Ward,Lopez,Auger-Aliassime,R32,,Semifinals,,2.75,1.45,,
Queen's Club,Queen's Club Championships,Anderson,Norrie,Lopez,Simon,R32,,The Final,,1.56,2.43,,
Antalya,Antalya Open,Sonego,Kecmanovic,Kecmanovic,Munar,F,,1st Round,,1.65,2.22,,
Antalya,Antalya Open,Kecmanovic,Thompson,Sonego,Sousa,SF,,1st Round,,2.53,1.51,,
Antalya,Antalya Open,Sonego,Carreno,Dzumhur,Ebden,SF,,1st Round,,2.41,1.56,,
Antalya,Antalya Open,Kecmanovic,Troicki,Gunneswaran,Tipsarevic,QF,,1st Round,,2.38,1.57,,
Antalya,Antalya Open,Thompson,Dzumhur,Klahn,Darcis,QF,,1st Round,,2.63,1.48,,
Antalya,Antalya Open,Carreno,Tomic,Carballes,Aragone,QF,,1st Round,,1.56,2.41,,
Antalya,Antalya Open,Sonego,Mannarino,Humbert,Delbonis,QF,,1st Round,,1.38,3.02,,
Antalya,Antalya Open,Troicki,Paire,Celikbilek,Gulbis,R16,,1st Round,,5.03,1.17,,
Antalya,Antalya Open,Kecmanovic,Humbert,Troicki,Kovalik,R16,,1st Round,,1.3,3.52,,
Antalya,Antalya Open,Thompson,Klahn,Tomic,Seppi,R16,,1st Round,,2.43,1.55,,
Antalya,Antalya Open,Dzumhur,Celikbilek,Gojowczyk,Kirkin,R16,,1st Round,,1.17,5.09,,
Antalya,Antalya Open,Tomic,Gojowczyk,Krawietz,Ilkel,R16,,1st Round,,1.83,1.97,,
Antalya,Antalya Open,Carreno,Krawietz,Thompson,Klahn,R16,,2nd Round,,1.29,3.57,,
Antalya,Antalya Open,Sonego,Gunneswaran,Dzumhur,Celikbilek,R16,,2nd Round,,1.12,6.22,,
Antalya,Antalya Open,Mannarino,Carballes,Sonego,Gunneswaran,R16,,2nd Round,,1.5,2.57,,
Antalya,Antalya Open,Troicki,Kovalik,Mannarino,Carballes,R32,,2nd Round,,1.31,3.4,,
Antalya,Antalya Open,Kecmanovic,Munar,Troicki,Paire,R32,,2nd Round,,2.3,1.61,,
Antalya,Antalya Open,Humbert,Delbonis,Kecmanovic,Humbert,R32,,2nd Round,,1.79,2.02,,
Antalya,Antalya Open,Klahn,Darcis,Tomic,Gojowczyk,R32,,2nd Round,,1.6,2.33,,
Antalya,Antalya Open,Celikbilek,Gulbis,Carreno,Krawietz,R32,,2nd Round,,1.5,2.57,,
Antalya,Antalya Open,Dzumhur,Ebden,Kecmanovic,Troicki,R32,,Quarterfinals,,1.67,2.19,,
Antalya,Antalya Open,Tomic,Seppi,Thompson,Dzumhur,R32,,Quarterfinals,,1.42,2.9,,
Antalya,Antalya Open,Gojowczyk,Kirkin,Sonego,Mannarino,R32,,Quarterfinals,,2.71,1.46,,
Antalya,Antalya Open,Krawietz,Ilkel,Carreno,Tomic,R32,,Quarterfinals,,2.47,1.54,,
Antalya,Antalya Open,Sonego,Sousa,Kecmanovic,Thompson,R32,,Semifinals,,2.28,1.63,,
Antalya,Antalya Open,Gunneswaran,Tipsarevic,Sonego,Carreno,R32,,Semifinals,,1.7,2.16,,
Antalya,Antalya Open,Carballes,Aragone,Sonego,Kecmanovic,R32,,The Final,,1.8,2.01,,
Eastbourne,Eastbourne International,Fritz,Querrey,Hurkacz,Cecchinato,F,,1st Round,,1.45,2.73,,
Eastbourne,Eastbourne International,Fritz,Edmund,Verdasco,Millman,SF,,1st Round,,1.97,1.83,,
Eastbourne,Eastbourne International,Querrey,Fabbiano,Querrey,Kukushkin,SF,,1st Round,,1.73,2.09,,
Eastbourne,Eastbourne International,Fritz,Hurkacz,Johnson,Opelka,QF,,1st Round,,1.55,2.45,,
Eastbourne,Eastbourne International,Edmund,Evans,Fritz,Jubb,QF,,1st Round,,1.34,3.27,,
Eastbourne,Eastbourne International,Querrey,Verdasco,Londero,Clarke,QF,,1st Round,,1.48,2.67,,
Eastbourne,Eastbourne International,Fabbiano,Simon,Evans,Albot,QF,,1st Round,,1.51,2.55,,
Eastbourne,Eastbourne International,Fritz,Pella,Jarry,Cuevas,R16,,1st Round,,1.51,2.55,,
Eastbourne,Eastbourne International,Hurkacz,Johnson,Norrie,Chardy,R16,,1st Round,,2.85,1.42,,
Eastbourne,Eastbourne International,Edmund,Norrie,Fabbiano,Ward,R16,,1st Round,,2.18,1.68,,
Eastbourne,Eastbourne International,Evans,Hugues,Herbert,Kudla,R16,,1st Round,,1.53,2.49,,
Eastbourne,Eastbourne International,Verdasco,Ignacio,Simon,Sandgren,R16,,1st Round,,1.58,2.36,,
Eastbourne,Eastbourne International,Querrey,Lajovic,Fritz,Pella,R16,,2nd Round,,1.34,3.24,,
Eastbourne,Eastbourne International,Simon,Jarry,Hurkacz,Johnson,R16,,2nd Round,,2.35,1.59,,
Eastbourne,Eastbourne International,Fabbiano,Djere,Verdasco,Londero,R16,,2nd Round,,1.27,3.73,,
Eastbourne,Eastbourne International,Fritz,Jubb,Querrey,Lajovic,R32,,2nd Round,,1.3,3.49,,
Eastbourne,Eastbourne International,Johnson,Opelka,Fabbiano,Djere,R32,,2nd Round,,1.67,2.19,,
Eastbourne,Eastbourne International,Hurkacz,Cecchinato,Evans,Herbert,R32,,2nd Round,,1.62,2.28,,
Eastbourne,Eastbourne International,Norrie,Chardy,Simon,Jarry,R32,,2nd Round,,1.72,2.1,,
Eastbourne,Eastbourne International,Hugues,Kudla,Edmund,Norrie,R32,,2nd Round,,1.54,2.45,,
Eastbourne,Eastbourne International,Evans,Albot,Querrey,Verdasco,R32,,Quarterfinals,,1.47,2.68,,
Eastbourne,Eastbourne International,Verdasco,Millman,Fabbiano,Simon,R32,,Quarterfinals,,4.25,1.22,,
Eastbourne,Eastbourne International,Ignacio,Clarke,Fritz,Hurkacz,R32,,Quarterfinals,,1.68,2.19,,
Eastbourne,Eastbourne International,Querrey,Kukushkin,Edmund,Evans,R32,,Quarterfinals,,1.79,2.03,,
Eastbourne,Eastbourne International,Simon,Sandgren,Querrey,Fabbiano,R32,,Semifinals,,1.24,4.09,,
Eastbourne,Eastbourne International,Jarry,Cuevas,Fritz,Edmund,R32,,Semifinals,,2.56,1.51,,
Eastbourne,Eastbourne International,Fabbiano,Ward,Fritz,Querrey,R32,,The Final,,2.32,1.61,,
Wimbledon,Wimbledon,Djokovic,Federer,Tipsarevic,Nishioka,F,,1st Round,,2.13,1.73,,
Wimbledon,Wimbledon,Federer,Nadal,Anderson,Herbert,SF,,1st Round,,1.35,3.22,,
Wimbledon,Wimbledon,Djokovic,Bautista,Lopez,Giron,SF,,1st Round,,1.24,4.1,,
Wimbledon,Wimbledon,Federer,Nishikori,Bautista,Gojowczyk,QF,,1st Round,,1.05,9.92,,
Wimbledon,Wimbledon,Nadal,Querrey,Opelka,Stebe,QF,,1st Round,,1.14,5.92,,
Wimbledon,Wimbledon,Bautista,Pella,Wawrinka,Bemelmans,QF,,1st Round,,1.15,5.47,,
Wimbledon,Wimbledon,Djokovic,Goffin,Mayer,Gulbis,QF,,1st Round,,1.89,1.92,,
Wimbledon,Wimbledon,Federer,Berrettini,Khachanov,Kwon,R16,,1st Round,,1.28,3.73,,
Wimbledon,Wimbledon,Nishikori,Kukushkin,Darcis,Zverev,R16,,1st Round,,1.65,2.24,,
Wimbledon,Wimbledon,Nadal,Sousa,Kudla,Jaziri,R16,,1st Round,,1.14,5.74,,
Wimbledon,Wimbledon,Querrey,Sandgren,Seppi,Jarry,R16,,1st Round,,1.97,1.84,,
Wimbledon,Wimbledon,Bautista,Paire,Auger-Aliassime,Pospisil,R16,,1st Round,,1.05,10.14,,
Wimbledon,Wimbledon,Pella,Raonic,Djokovic,Kohlschreiber,R16,,1st Round,,1.02,14.68,,
Wimbledon,Wimbledon,Goffin,Verdasco,Haase,Kovalik,R16,,1st Round,,1.25,3.99,,
Wimbledon,Wimbledon,Djokovic,Humbert,Fabbiano,Tsitsipas,R16,,1st Round,,6.98,1.1,,
Wimbledon,Wimbledon,Federer,Pouille,Pella,Copil,R32,,1st Round,,1.98,1.83,,
Wimbledon,Wimbledon,Berrettini,Schwartzman,Cuevas,Dzumhur,R32,,1st Round,,1.85,1.96,,
Wimbledon,Wimbledon,Kukushkin,Lennard,Karlovic,Arnaboldi,R32,,1st Round,,1.24,4.05,,
Wimbledon,Wimbledon,Nishikori,Johnson,Popyrin,Carreno,R32,,1st Round,,1.61,2.32,,
Wimbledon,Wimbledon,Nadal,Tsonga,Vesely,Zverev,R32,,1st Round,,4.37,1.22,,
Wimbledon,Wimbledon,Sousa,Evans,Hurkacz,Lajovic,R32,,1st Round,,1.32,3.36,,
Wimbledon,Wimbledon,Sandgren,Fognini,Verdasco,Majchrzak,R32,,1st Round,,1.96,1.86,,
Wimbledon,Wimbledon,Querrey,Millman,Medvedev,Lorenzi,R32,,1st Round,,1.01,19.37,,
Wimbledon,Wimbledon,Paire,Vesely,Paire,Londero,R32,,1st Round,,1.28,3.73,,
Wimbledon,Wimbledon,Bautista,Khachanov,Humbert,Monfils,R32,,1st Round,,3.44,1.32,,
Wimbledon,Wimbledon,Raonic,Opelka,Chardy,Klizan,R32,,1st Round,,1.27,3.77,,
Wimbledon,Wimbledon,Pella,Anderson,Raonic,Gunneswaran,R32,,1st Round,,1.04,11.85,,
Wimbledon,Wimbledon,Verdasco,Fabbiano,Moutet,Dimitrov,R32,,1st Round,,4.56,1.2,,
Wimbledon,Wimbledon,Goffin,Medvedev,Edmund,Munar,R32,,1st Round,,1.12,6.51,,
Wimbledon,Wimbledon,Humbert,Auger,Granollers,Sonego,R32,,1st Round,,2.18,1.69,,
Wimbledon,Wimbledon,Djokovic,Hurkacz,Goffin,Klahn,R32,,1st Round,,1.03,12.34,,
Wimbledon,Wimbledon,Federer,Clarke,Kecmanovic,Carballes,R64,,1st Round,,1.44,2.79,,
Wimbledon,Wimbledon,Pouille,Barrere,De,Cecchinato,R64,,1st Round,,1.18,4.94,,
Wimbledon,Wimbledon,Schwartzman,Koepfer,Evans,Delbonis,R64,,1st Round,,1.07,8.98,,
Wimbledon,Wimbledon,Berrettini,Baghdatis,Nishikori,Monteiro,R64,,1st Round,,1.05,10.21,,
Wimbledon,Wimbledon,Kukushkin,Isner,Basilashvili,Ward,R64,,1st Round,,1.61,2.34,,
Wimbledon,Wimbledon,Lennard,Fritz,Johnson,Ramos-Vinolas,R64,,1st Round,,1.17,5.15,,
Wimbledon,Wimbledon,Johnson,De,Kyrgios,Thompson,R64,,1st Round,,1.38,3.05,,
Wimbledon,Wimbledon,Nishikori,Norrie,Baghdatis,Schnur,R64,,1st Round,,1.7,2.16,,
Wimbledon,Wimbledon,Nadal,Kyrgios,Berrettini,Bedene,R64,,1st Round,,1.17,5.15,,
Wimbledon,Wimbledon,Tsonga,Berankis,Querrey,Thiem,R64,,1st Round,,2.23,1.66,,
Wimbledon,Wimbledon,Evans,Basilashvili,Simon,Caruso,R64,,1st Round,,1.26,3.85,,
Wimbledon,Wimbledon,Sousa,Cilic,Norrie,Istomin,R64,,1st Round,,1.5,2.59,,
Wimbledon,Wimbledon,Fognini,Fucsovics,Rublev,Garin,R64,,1st Round,,2.58,1.51,,
Wimbledon,Wimbledon,Sandgren,Simon,Koepfer,Krajinovic,R64,,1st Round,,2.13,1.72,,
Wimbledon,Wimbledon,Millman,Djere,Clarke,Rubin,R64,,1st Round,,2.58,1.5,,
Wimbledon,Wimbledon,Querrey,Rublev,Federer,Harris,R64,,1st Round,,1.01,20.67,,
Wimbledon,Wimbledon,Vesely,Cuevas,Sandgren,Uchiyama,R64,,1st Round,,1.72,2.14,,
Wimbledon,Wimbledon,Paire,Kecmanovic,Tsonga,Tomic,R64,,1st Round,,1.19,4.72,,
Wimbledon,Wimbledon,Bautista,Darcis,Struff,Albot,R64,,1st Round,,1.29,3.62,,
Wimbledon,Wimbledon,Khachanov,Lopez,Fritz,Berdych,R64,,1st Round,,1.42,2.9,,
Wimbledon,Wimbledon,Raonic,Haase,Schwartzman,Ebden,R64,,1st Round,,1.46,2.72,,
Wimbledon,Wimbledon,Opelka,Wawrinka,Berankis,Shapovalov,R64,,1st Round,,6.79,1.11,,
Wimbledon,Wimbledon,Pella,Seppi,Nadal,Sugita,R64,,1st Round,,1.03,13.52,,
Wimbledon,Wimbledon,Anderson,Tipsarevic,Millman,Dellien,R64,,1st Round,,1.06,9.17,,
Wimbledon,Wimbledon,Fabbiano,Karlovic,Fognini,Tiafoe,R64,,1st Round,,1.76,2.07,,
Wimbledon,Wimbledon,Verdasco,Edmund,Kukushkin,Andujar,R64,,1st Round,,1.18,4.92,,
Wimbledon,Wimbledon,Goffin,Chardy,Barrere,Bublik,R64,,1st Round,,2.11,1.73,,
Wimbledon,Wimbledon,Medvedev,Popyrin,Djere,Andreozzi,R64,,1st Round,,1.32,3.44,,
Wimbledon,Wimbledon,Humbert,Granollers,Cilic,Mannarino,R64,,1st Round,,1.3,3.53,,
Wimbledon,Wimbledon,Auger,Moutet,Fucsovics,Novak,R64,,1st Round,,1.78,2.04,,
Wimbledon,Wimbledon,Hurkacz,Mayer,Isner,Ruud,R64,,1st Round,,1.26,3.9,,
Wimbledon,Wimbledon,Djokovic,Kudla,Sousa,Jubb,R64,,1st Round,,1.25,3.96,,
Wimbledon,Wimbledon,Federer,Harris,Pouille,Gasquet,R128,,1st Round,,1.64,2.26,,
Wimbledon,Wimbledon,Clarke,Rubin,Vesely,Cuevas,R128,,2nd Round,,1.29,3.67,,
Wimbledon,Wimbledon,Barrere,Bublik,Paire,Kecmanovic,R128,,2nd Round,,1.7,2.16,,
Wimbledon,Wimbledon,Pouille,Gasquet,Opelka,Wawrinka,R128,,2nd Round,,4.23,1.23,,
Wimbledon,Wimbledon,Schwartzman,Ebden,Fabbiano,Karlovic,R128,,2nd Round,,1.9,1.91,,
Wimbledon,Wimbledon,Koepfer,Krajinovic,Medvedev,Popyrin,R128,,2nd Round,,1.22,4.36,,
Wimbledon,Wimbledon,Baghdatis,Schnur,Goffin,Chardy,R128,,2nd Round,,1.3,3.54,,
Wimbledon,Wimbledon,Berrettini,Bedene,Hurkacz,Mayer,R128,,2nd Round,,1.42,2.87,,
Wimbledon,Wimbledon,Isner,Ruud,Raonic,Haase,R128,,2nd Round,,1.09,7.43,,
Wimbledon,Wimbledon,Kukushkin,Andujar,Bautista,Darcis,R128,,2nd Round,,1.04,10.98,,
Wimbledon,Wimbledon,Fritz,Berdych,Verdasco,Edmund,R128,,2nd Round,,2.44,1.56,,
Wimbledon,Wimbledon,Lennard,Albot,Khachanov,Lopez,R128,,2nd Round,,1.78,2.04,,
Wimbledon,Wimbledon,De,Cecchinato,Pella,Seppi,R128,,2nd Round,,2.61,1.5,,
Wimbledon,Wimbledon,Johnson,Ramos,Humbert,Granollers,R128,,2nd Round,,2.2,1.67,,
Wimbledon,Wimbledon,Norrie,Istomin,Auger-Aliassime,Moutet,R128,,2nd Round,,1.16,5.4,,
Wimbledon,Wimbledon,Nishikori,Monteiro,Anderson,Tipsarevic,R128,,2nd Round,,1.06,9.15,,
Wimbledon,Wimbledon,Nadal,Sugita,Djokovic,Kudla,R128,,2nd Round,,1.01,22.28,,
Wimbledon,Wimbledon,Kyrgios,Thompson,Johnson,De,R128,,2nd Round,,2.41,1.58,,
Wimbledon,Wimbledon,Tsonga,Tomic,Millman,Djere,R128,,2nd Round,,1.3,3.55,,
Wimbledon,Wimbledon,Berankis,Shapovalov,Querrey,Rublev,R128,,2nd Round,,1.18,4.89,,
Wimbledon,Wimbledon,Basilashvili,Ward,Struff,Fritz,R128,,2nd Round,,2.18,1.69,,
Wimbledon,Wimbledon,Evans,Delbonis,Evans,Basilashvili,R128,,2nd Round,,1.27,3.86,,
Wimbledon,Wimbledon,Sousa,Jubb,Kukushkin,Isner,R128,,2nd Round,,4.17,1.23,,
Wimbledon,Wimbledon,Cilic,Mannarino,Nishikori,Norrie,R128,,2nd Round,,1.15,5.6,,
Wimbledon,Wimbledon,Fognini,Tiafoe,Sousa,Cilic,R128,,2nd Round,,6.58,1.11,,
Wimbledon,Wimbledon,Fucsovics,Novak,Tsonga,Berankis,R128,,2nd Round,,1.09,7.58,,
Wimbledon,Wimbledon,Sandgren,Uchiyama,Federer,Clarke,R128,,2nd Round,,1.01,23.36,,
Wimbledon,Wimbledon,Simon,Caruso,Pouille,Barrere,R128,,2nd Round,,1.16,5.37,,
Wimbledon,Wimbledon,Djere,Andreozzi,Sandgren,Simon,R128,,2nd Round,,4.56,1.21,,
Wimbledon,Wimbledon,Millman,Dellien,Fognini,Fucsovics,R128,,2nd Round,,1.72,2.13,,
Wimbledon,Wimbledon,Rublev,Garin,Nadal,Kyrgios,R128,,2nd Round,,1.25,3.98,,
Wimbledon,Wimbledon,Querrey,Thiem,Berrettini,Baghdatis,R128,,2nd Round,,1.12,6.48,,
Wimbledon,Wimbledon,Vesely,Zverev,Schwartzman,Koepfer,R128,,2nd Round,,1.39,3,,
Wimbledon,Wimbledon,Cuevas,Dzumhur,Raonic,Opelka,R128,,3rd Round,,1.33,3.34,,
Wimbledon,Wimbledon,Kecmanovic,Carballes,Paire,Vesely,R128,,3rd Round,,1.81,2.01,,
Wimbledon,Wimbledon,Paire,Ignacio,Bautista,Khachanov,R128,,3rd Round,,1.5,2.61,,
Wimbledon,Wimbledon,Bautista,Gojowczyk,Pella,Anderson,R128,,3rd Round,,6.2,1.13,,
Wimbledon,Wimbledon,Darcis,Zverev,Goffin,Medvedev,R128,,3rd Round,,1.89,1.92,,
Wimbledon,Wimbledon,Lopez,Giron,Djokovic,Hurkacz,R128,,3rd Round,,1.01,20.14,,
Wimbledon,Wimbledon,Khachanov,Woo,Verdasco,Fabbiano,R128,,3rd Round,,1.57,2.42,,
Wimbledon,Wimbledon,Raonic,Gunneswaran,Humbert,Auger-Aliassime,R128,,3rd Round,,4.11,1.24,,
Wimbledon,Wimbledon,Haase,Kovalik,Nishikori,Johnson,R128,,3rd Round,,1.21,4.41,,
Wimbledon,Wimbledon,Opelka,Marcel,Querrey,Millman,R128,,3rd Round,,1.26,3.91,,
Wimbledon,Wimbledon,Wawrinka,Bemelmans,Sandgren,Fognini,R128,,3rd Round,,3.51,1.31,,
Wimbledon,Wimbledon,Pella,Copil,Kukushkin,Struff,R128,,3rd Round,,4.18,1.23,,
Wimbledon,Wimbledon,Seppi,Jarry,Berrettini,Schwartzman,R128,,3rd Round,,1.32,3.4,,
Wimbledon,Wimbledon,Tipsarevic,Nishioka,Nadal,Tsonga,R128,,3rd Round,,1.17,5.12,,
Wimbledon,Wimbledon,Anderson,Hugues,Federer,Pouille,R128,,3rd Round,,1.07,8.59,,
Wimbledon,Wimbledon,Fabbiano,Tsitsipas,Sousa,Evans,R128,,3rd Round,,3.04,1.39,,
Wimbledon,Wimbledon,Karlovic,Arnaboldi,Goffin,Verdasco,R128,,4th Round,,1.31,3.52,,
Wimbledon,Wimbledon,Verdasco,Majchrzak,Nadal,Sousa,R128,,4th Round,,1.02,16.23,,
Wimbledon,Wimbledon,Edmund,Munar,Bautista,Paire,R128,,4th Round,,1.21,4.43,,
Wimbledon,Wimbledon,Goffin,Klahn,Querrey,Sandgren,R128,,4th Round,,1.16,5.36,,
Wimbledon,Wimbledon,Chardy,Klizan,Djokovic,Humbert,R128,,4th Round,,1.02,17.58,,
Wimbledon,Wimbledon,Popyrin,Carreno,Pella,Raonic,R128,,4th Round,,5.17,1.17,,
Wimbledon,Wimbledon,Medvedev,Lorenzi,Nishikori,Kukushkin,R128,,4th Round,,1.11,6.91,,
Wimbledon,Wimbledon,Humbert,Monfils,Federer,Berrettini,R128,,4th Round,,1.1,7.27,,
Wimbledon,Wimbledon,Granollers,Sonego,Djokovic,Goffin,R128,,Quarterfinals,,1.07,9.4,,
Wimbledon,Wimbledon,Moutet,Dimitrov,Bautista,Pella,R128,,Quarterfinals,,1.18,4.96,,
Wimbledon,Wimbledon,Auger,Pospisil,Federer,Nishikori,R128,,Quarterfinals,,1.12,6.5,,
Wimbledon,Wimbledon,Hurkacz,Lajovic,Nadal,Querrey,R128,,Quarterfinals,,1.14,5.91,,
Wimbledon,Wimbledon,Mayer,Gulbis,Djokovic,Bautista,R128,,Semifinals,,1.08,8.57,,
Wimbledon,Wimbledon,Kudla,Jaziri,Federer,Nadal,R128,,Semifinals,,2.18,1.71,,
Wimbledon,Wimbledon,Djokovic,Kohlschreiber,Djokovic,Federer,R128,,The Final,,1.54,2.56,,
Bastad,SkiStar Swedish Open,Jarry,Ignacio,Carballes,Munar,F,,1st Round,,1.81,1.99,,
Bastad,SkiStar Swedish Open,Jarry,Delbonis,Ymer,Davidovich,SF,,1st Round,,1.62,2.27,,
Bastad,SkiStar Swedish Open,Ignacio,Ramos,Ramos-Vinolas,Lestienne,SF,,1st Round,,1.33,3.3,,
Bastad,SkiStar Swedish Open,Jarry,Chardy,Jarry,Laaksonen,QF,,1st Round,,1.54,2.45,,
Bastad,SkiStar Swedish Open,Delbonis,Sousa,Novak,Darcis,QF,,1st Round,,1.62,2.27,,
Bastad,SkiStar Swedish Open,Ignacio,Gasquet,Chardy,Carreno,QF,,1st Round,,2.27,1.62,,
Bastad,SkiStar Swedish Open,Ramos,Carballes,Londero,Arguello,QF,,1st Round,,1.39,2.94,,
Bastad,SkiStar Swedish Open,Chardy,Garin,Dzumhur,Ruud,R16,,1st Round,,3.13,1.36,,
Bastad,SkiStar Swedish Open,Jarry,Ymer,Ymer,Monteiro,R16,,1st Round,,2.11,1.72,,
Bastad,SkiStar Swedish Open,Delbonis,Cuevas,Dellien,Gulbis,R16,,1st Round,,1.42,2.84,,
Bastad,SkiStar Swedish Open,Sousa,Ymer,Delbonis,Zapata,R16,,1st Round,,1.26,3.82,,
Bastad,SkiStar Swedish Open,Ignacio,Dellien,Sousa,Kovalik,R16,,1st Round,,1.59,2.33,,
Bastad,SkiStar Swedish Open,Gasquet,Novak,Chardy,Garin,R16,,2nd Round,,2.38,1.57,,
Bastad,SkiStar Swedish Open,Carballes,Dzumhur,Jarry,Ymer,R16,,2nd Round,,1.66,2.21,,
Bastad,SkiStar Swedish Open,Ramos,Verdasco,Ramos-Vinolas,Verdasco,R16,,2nd Round,,2.52,1.52,,
Bastad,SkiStar Swedish Open,Chardy,Carreno,Carballes,Dzumhur,R32,,2nd Round,,1.64,2.24,,
Bastad,SkiStar Swedish Open,Ymer,Davidovich,Delbonis,Cuevas,R32,,2nd Round,,2.21,1.65,,
Bastad,SkiStar Swedish Open,Jarry,Laaksonen,Sousa,Ymer,R32,,2nd Round,,1.64,2.24,,
Bastad,SkiStar Swedish Open,Delbonis,Zapata,Gasquet,Novak,R32,,2nd Round,,1.52,2.5,,
Bastad,SkiStar Swedish Open,Ymer,Monteiro,Londero,Dellien,R32,,2nd Round,,1.63,2.26,,
Bastad,SkiStar Swedish Open,Sousa,Kovalik,Jarry,Chardy,R32,,Quarterfinals,,1.99,1.81,,
Bastad,SkiStar Swedish Open,Ignacio,Arguello,Delbonis,Sousa,R32,,Quarterfinals,,1.59,2.36,,
Bastad,SkiStar Swedish Open,Dellien,Gulbis,Londero,Gasquet,R32,,Quarterfinals,,1.72,2.12,,
Bastad,SkiStar Swedish Open,Novak,Darcis,Ramos-Vinolas,Carballes,R32,,Quarterfinals,,1.99,1.81,,
Bastad,SkiStar Swedish Open,Dzumhur,Ruud,Jarry,Delbonis,R32,,Semifinals,,2.12,1.72,,
Bastad,SkiStar Swedish Open,Carballes,Munar,Londero,Ramos-Vinolas,R32,,Semifinals,,2.12,1.71,,
Bastad,SkiStar Swedish Open,Ramos,Lestienne,Jarry,Londero,R32,,The Final,,1.64,2.23,,
Newport,Hall of Fame Championships,Isner,Bublik,Ivashka,Tomic,F,,1st Round,,2.88,1.41,,
Newport,Hall of Fame Championships,Isner,Humbert,Granollers,Gunneswaran,SF,,1st Round,,1.33,3.28,,
Newport,Hall of Fame Championships,Bublik,Granollers,Andreozzi,Karlovic,SF,,1st Round,,4.03,1.24,,
Newport,Hall of Fame Championships,Isner,Ebden,Majchrzak,Gray,QF,,1st Round,,1.06,9.15,,
Newport,Hall of Fame Championships,Humbert,Ivashka,Sandgren,Istomin,QF,,1st Round,,1.41,2.86,,
Newport,Hall of Fame Championships,Granollers,Zverev,Bublik,Bolt,QF,,1st Round,,1.97,1.82,,
Newport,Hall of Fame Championships,Bublik,Sandgren,Ebden,Schnur,QF,,1st Round,,1.67,2.19,,
Newport,Hall of Fame Championships,Isner,Majchrzak,Kudla,Klahn,R16,,1st Round,,1.52,2.53,,
Newport,Hall of Fame Championships,Ebden,Kudla,Ramanathan,Stakhovsky,R16,,1st Round,,1.9,1.89,,
Newport,Hall of Fame Championships,Humbert,Ramanathan,Troicki,Jung,R16,,1st Round,,1.43,2.79,,
Newport,Hall of Fame Championships,Ivashka,Eubanks,Eubanks,Johnson,R16,,1st Round,,4.43,1.21,,
Newport,Hall of Fame Championships,Zverev,Andreozzi,Zverev,Smyczek,R16,,1st Round,,2.41,1.56,,
Newport,Hall of Fame Championships,Granollers,Thompson,Bublik,Troicki,R16,,2nd Round,,2.25,1.64,,
Newport,Hall of Fame Championships,Bublik,Troicki,Ebden,Kudla,R16,,2nd Round,,2.33,1.6,,
Newport,Hall of Fame Championships,Sandgren,Mannarino,Granollers,Thompson,R16,,2nd Round,,2.05,1.76,,
Newport,Hall of Fame Championships,Majchrzak,Gray,Ivashka,Eubanks,R32,,2nd Round,,2.12,1.72,,
Newport,Hall of Fame Championships,Ebden,Schnur,Sandgren,Mannarino,R32,,2nd Round,,2.22,1.66,,
Newport,Hall of Fame Championships,Kudla,Klahn,Zverev,Andreozzi,R32,,2nd Round,,1.78,2.03,,
Newport,Hall of Fame Championships,Ramanathan,Stakhovsky,Isner,Majchrzak,R32,,2nd Round,,1.39,2.98,,
Newport,Hall of Fame Championships,Ivashka,Tomic,Humbert,Ramanathan,R32,,2nd Round,,1.52,2.5,,
Newport,Hall of Fame Championships,Eubanks,Johnson,Granollers,Zverev,R32,,Quarterfinals,,1.36,2.99,,
Newport,Hall of Fame Championships,Andreozzi,Karlovic,Humbert,Ivashka,R32,,Quarterfinals,,1.37,3.06,,
Newport,Hall of Fame Championships,Zverev,Smyczek,Bublik,Sandgren,R32,,Quarterfinals,,2.45,1.54,,
Newport,Hall of Fame Championships,Granollers,Gunneswaran,Isner,Ebden,R32,,Quarterfinals,,1.34,3.27,,
Newport,Hall of Fame Championships,Bublik,Bolt,Bublik,Granollers,R32,,Semifinals,,2.6,1.5,,
Newport,Hall of Fame Championships,Troicki,Jung,Isner,Humbert,R32,,Semifinals,,1.48,2.63,,
Newport,Hall of Fame Championships,Sandgren,Istomin,Isner,Bublik,R32,,The Final,,1.3,3.5,,
Umag,Croatia Open,Lajovic,Balazs,Vesely,Stebe,F,,1st Round,,1.26,3.8,,
Umag,Croatia Open,Balazs,Djere,Bedene,Cecchinato,SF,,1st Round,,1.84,1.96,,
Umag,Croatia Open,Lajovic,Caruso,Sinner,Sousa,SF,,1st Round,,2.03,1.77,,
Umag,Croatia Open,Balazs,Travaglia,Bagnis,Klizan,QF,,1st Round,,2.44,1.55,,
Umag,Croatia Open,Djere,Mayer,Lorenzi,Torebko,QF,,1st Round,,1.42,2.83,,
Umag,Croatia Open,Lajovic,Bedene,Travaglia,Fabbiano,QF,,1st Round,,1.55,2.42,,
Umag,Croatia Open,Caruso,Bagnis,Serdarusic,Trungelliti,QF,,1st Round,,2.49,1.52,,
Umag,Croatia Open,Travaglia,Fognini,Balazs,Galovic,R16,,1st Round,,1.3,3.51,,
Umag,Croatia Open,Balazs,Krajinovic,Rublev,Haase,R16,,1st Round,,1.67,2.17,,
