tourney_name,Tournament,Winner,Loser,Winner,Loser,round,,Round,,AvgW,AvgL,Avgoddsw,Averoddsl
Lyon,Lyon Open,Hugues,Chardy,Fritz,Bautista,R32,,Quarterfinals,,2.42,1.56,,
Lyon,Lyon Open,Cuevas,Hurkacz,Paire,Shapovalov,R32,,Quarterfinals,,1.79,2.03,,
Lyon,Lyon Open,Paire,McDonald,Basilashvili,Tsonga,R32,,Quarterfinals,,2.14,1.71,,
Lyon,Lyon Open,Humbert,Norrie,Auger-Aliassime,Johnson,R32,,Quarterfinals,,1.34,3.27,,
Lyon,Lyon Open,Gasquet,Janvier,Paire,Fritz,R32,,Semifinals,,2.08,1.75,,
Lyon,Lyon Open,Fritz,Vesely,Auger-Aliassime,Basilashvili,R32,,Semifinals,,1.65,2.24,,
Lyon,Lyon Open,Moutet,Opelka,Paire,Auger-Aliassime,R32,,The Final,,1.98,1.83,,
Roland Garros,French Open,Nadal,Thiem,Cilic,Fabbiano,F,,1st Round,,1.08,8.01,,
Roland Garros,French Open,Nadal,Federer,Popyrin,Humbert,SF,,1st Round,,2.04,1.78,,
Roland Garros,French Open,Thiem,Djokovic,Ruud,Gulbis,SF,,1st Round,,1.27,3.81,,
Roland Garros,French Open,Nadal,Nishikori,Berrettini,Andujar,QF,,1st Round,,1.18,4.81,,
Roland Garros,French Open,Federer,Wawrinka,Dimitrov,Tipsarevic,QF,,1st Round,,1.18,5,,
Roland Garros,French Open,Thiem,Khachanov,Tsitsipas,Marterer,QF,,1st Round,,1.03,14.56,,
Roland Garros,French Open,Djokovic,Zverev,Otte,Jaziri,QF,,1st Round,,1.77,2.05,,
Roland Garros,French Open,Nadal,Ignacio,Nishikori,Halys,R16,,1st Round,,1.15,5.57,,
Roland Garros,French Open,Nishikori,Paire,Mahut,Cecchinato,R16,,1st Round,,7.62,1.09,,
Roland Garros,French Open,Federer,Mayer,Federer,Sonego,R16,,1st Round,,1.11,6.69,,
Roland Garros,French Open,Wawrinka,Tsitsipas,Dellien,Gunneswaran,R16,,1st Round,,1.21,4.45,,
Roland Garros,French Open,Khachanov,Martin,Schwartzman,Fucsovics,R16,,1st Round,,1.32,3.41,,
Roland Garros,French Open,Thiem,Monfils,Djere,Ramos-Vinolas,R16,,1st Round,,1.74,2.11,,
Roland Garros,French Open,Zverev,Fognini,Kohlschreiber,Haase,R16,,1st Round,,1.24,4.1,,
Roland Garros,French Open,Djokovic,Lennard,Mayer,Vesely,R16,,1st Round,,1.63,2.29,,
Roland Garros,French Open,Nadal,Goffin,Goffin,Berankis,R32,,1st Round,,1.07,8.58,,
Roland Garros,French Open,Ignacio,Moutet,Londero,Basilashvili,R32,,1st Round,,2.58,1.51,,
Roland Garros,French Open,Paire,Carreno,Kecmanovic,Kudla,R32,,1st Round,,1.47,2.71,,
Roland Garros,French Open,Nishikori,Djere,Carreno,Sousa,R32,,1st Round,,1.83,1.98,,
Roland Garros,French Open,Federer,Ruud,De,Klahn,R32,,1st Round,,1.17,5.05,,
Roland Garros,French Open,Mayer,Mahut,Herbert,Medvedev,R32,,1st Round,,3.35,1.33,,
Roland Garros,French Open,Wawrinka,Dimitrov,Krajinovic,Tiafoe,R32,,1st Round,,1.43,2.82,,
Roland Garros,French Open,Tsitsipas,Krajinovic,Moutet,Vatutin,R32,,1st Round,,1.5,2.61,,
Roland Garros,French Open,Martin,Thompson,Maden,Coppejans,R32,,1st Round,,1.45,2.76,,
Roland Garros,French Open,Khachanov,Klizan,Garin,Opelka,R32,,1st Round,,1.38,3.06,,
Roland Garros,French Open,Monfils,Hoang,Gasquet,Zverev,R32,,1st Round,,1.12,6.3,,
Roland Garros,French Open,Thiem,Cuevas,Carballes,Muller,R32,,1st Round,,1.18,4.96,,
Roland Garros,French Open,Zverev,Lajovic,Nadal,Hanfmann,R32,,1st Round,,1.01,24.63,,
Roland Garros,French Open,Fognini,Bautista,Coric,Bedene,R32,,1st Round,,1.18,4.98,,
Roland Garros,French Open,Lennard,Coric,Pella,Andreozzi,R32,,1st Round,,1.22,4.34,,
Roland Garros,French Open,Djokovic,Caruso,Laaksonen,Martinez,R32,,1st Round,,1.89,1.93,,
Roland Garros,French Open,Nadal,Maden,Wawrinka,Kovalik,R64,,1st Round,,1.1,7.14,,
Roland Garros,French Open,Goffin,Kecmanovic,Simon,Stakhovsky,R64,,1st Round,,1.14,5.91,,
Roland Garros,French Open,Moutet,Pella,Tsonga,Gojowczyk,R64,,1st Round,,1.2,4.6,,
Roland Garros,French Open,Ignacio,Gasquet,Caruso,Munar,R64,,1st Round,,3.86,1.26,,
Roland Garros,French Open,Paire,Hugues,Djokovic,Hurkacz,R64,,1st Round,,1.03,13.12,,
Roland Garros,French Open,Carreno,De,Harris,Rosol,R64,,1st Round,,1.6,2.35,,
Roland Garros,French Open,Djere,Popyrin,Paire,Copil,R64,,1st Round,,1.18,4.97,,
Roland Garros,French Open,Nishikori,Tsonga,Albot,Sandgren,R64,,1st Round,,1.33,3.36,,
Roland Garros,French Open,Federer,Otte,Bublik,Molleker,R64,,1st Round,,3.18,1.35,,
Roland Garros,French Open,Ruud,Berrettini,Cuevas,Janvier,R64,,1st Round,,1.17,5.19,,
Roland Garros,French Open,Mayer,Schwartzman,Struff,Shapovalov,R64,,1st Round,,1.52,2.54,,
Roland Garros,French Open,Mahut,Kohlschreiber,Thiem,Paul,R64,,1st Round,,1.02,16.85,,
Roland Garros,French Open,Dimitrov,Cilic,Fognini,Seppi,R64,,1st Round,,1.15,5.52,,
Roland Garros,French Open,Wawrinka,Garin,Fritz,Tomic,R64,,1st Round,,1.14,5.95,,
Roland Garros,French Open,Krajinovic,Carballes,Delbonis,Garcia-Lopez,R64,,1st Round,,1.31,3.48,,
Roland Garros,French Open,Tsitsipas,Dellien,Del,Jarry,R64,,1st Round,,1.27,3.86,,
Roland Garros,French Open,Martin,Nishioka,Zverev,Millman,R64,,1st Round,,1.12,6.38,,
Roland Garros,French Open,Thompson,Karlovic,Nishioka,Mcdonald,R64,,1st Round,,1.33,3.33,,
Roland Garros,French Open,Klizan,Pouille,Benchetrit,Norrie,R64,,1st Round,,2.25,1.65,,
Roland Garros,French Open,Khachanov,Barrere,Ymer,Rola,R64,,1st Round,,1.65,2.24,,
Roland Garros,French Open,Monfils,Mannarino,Lajovic,Monteiro,R64,,1st Round,,1.48,2.66,,
Roland Garros,French Open,Hoang,Verdasco,Edmund,Chardy,R64,,1st Round,,1.76,2.08,,
Roland Garros,French Open,Cuevas,Edmund,Karlovic,Lopez,R64,,1st Round,,2.64,1.49,,
Roland Garros,French Open,Thiem,Bublik,Bautista,Johnson,R64,,1st Round,,1.19,4.68,,
Roland Garros,French Open,Zverev,Ymer,Thompson,Davidovich,R64,,1st Round,,2.72,1.46,,
Roland Garros,French Open,Lajovic,Benchetrit,Klizan,Kukushkin,R64,,1st Round,,1.55,2.48,,
Roland Garros,French Open,Bautista,Fritz,Khachanov,Stebe,R64,,1st Round,,1.04,12.38,,
Roland Garros,French Open,Fognini,Delbonis,Pouille,Bolelli,R64,,1st Round,,1.41,2.91,,
Roland Garros,French Open,Coric,Harris,Verdasco,Evans,R64,,1st Round,,1.22,4.36,,
Roland Garros,French Open,Lennard,Albot,Barrere,Ebden,R64,,1st Round,,1.25,3.99,,
Roland Garros,French Open,Caruso,Simon,Hoang,Dzumhur,R64,,1st Round,,3.44,1.31,,
Roland Garros,French Open,Djokovic,Laaksonen,Mannarino,Travaglia,R64,,1st Round,,2.62,1.5,,
Roland Garros,French Open,Nadal,Hanfmann,Monfils,Daniel,R128,,1st Round,,1.12,6.47,,
Roland Garros,French Open,Maden,Coppejans,Tsitsipas,Dellien,R128,,2nd Round,,1.08,8.41,,
Roland Garros,French Open,Kecmanovic,Kudla,Moutet,Pella,R128,,2nd Round,,3.94,1.25,,
Roland Garros,French Open,Goffin,Berankis,Nadal,Maden,R128,,2nd Round,,1.01,28.49,,
Roland Garros,French Open,Pella,Andreozzi,Goffin,Kecmanovic,R128,,2nd Round,,1.12,6.55,,
Roland Garros,French Open,Moutet,Vatutin,Nishikori,Tsonga,R128,,2nd Round,,1.35,3.23,,
Roland Garros,French Open,Gasquet,Zverev,Londero,Gasquet,R128,,2nd Round,,1.96,1.85,,
Roland Garros,French Open,Ignacio,Basilashvili,Djere,Popyrin,R128,,2nd Round,,1.24,4.12,,
Roland Garros,French Open,Hugues,Medvedev,Krajinovic,Carballes,R128,,2nd Round,,1.42,2.86,,
Roland Garros,French Open,Paire,Copil,Mahut,Kohlschreiber,R128,,2nd Round,,6.88,1.11,,
Roland Garros,French Open,Carreno,Sousa,Ruud,Berrettini,R128,,2nd Round,,2.58,1.51,,
Roland Garros,French Open,De,Klahn,Dimitrov,Cilic,R128,,2nd Round,,2.51,1.53,,
Roland Garros,French Open,Djere,Ramos,Wawrinka,Garin,R128,,2nd Round,,1.54,2.5,,
Roland Garros,French Open,Popyrin,Humbert,Federer,Otte,R128,,2nd Round,,1.02,17.43,,
Roland Garros,French Open,Tsonga,Gojowczyk,Paire,Herbert,R128,,2nd Round,,1.44,2.82,,
Roland Garros,French Open,Nishikori,Halys,Carreno,De,R128,,2nd Round,,1.41,2.94,,
Roland Garros,French Open,Federer,Sonego,Cuevas,Edmund,R128,,2nd Round,,1.65,2.26,,
Roland Garros,French Open,Otte,Jaziri,Thiem,Bublik,R128,,2nd Round,,1.01,18.07,,
Roland Garros,French Open,Ruud,Gulbis,Caruso,Simon,R128,,2nd Round,,3.3,1.34,,
Roland Garros,French Open,Berrettini,Andujar,Mayer,Schwartzman,R128,,2nd Round,,3.46,1.31,,
Roland Garros,French Open,Schwartzman,Fucsovics,Zverev,Ymer,R128,,2nd Round,,1.12,6.25,,
Roland Garros,French Open,Mayer,Vesely,Djokovic,Laaksonen,R128,,2nd Round,,1.01,24.18,,
Roland Garros,French Open,Kohlschreiber,Haase,Hoang,Verdasco,R128,,2nd Round,,6,1.13,,
Roland Garros,French Open,Mahut,Cecchinato,Lajovic,Benchetrit,R128,,2nd Round,,1.31,3.49,,
Roland Garros,French Open,Cilic,Fabbiano,Struff,Albot,R128,,2nd Round,,1.38,3.05,,
Roland Garros,French Open,Dimitrov,Tipsarevic,Thompson,Karlovic,R128,,2nd Round,,1.49,2.63,,
Roland Garros,French Open,Garin,Opelka,Del,Nishioka,R128,,2nd Round,,1.08,8.44,,
Roland Garros,French Open,Wawrinka,Kovalik,Monfils,Mannarino,R128,,2nd Round,,1.1,7.34,,
Roland Garros,French Open,Krajinovic,Tiafoe,Coric,Harris,R128,,2nd Round,,1.07,8.82,,
Roland Garros,French Open,Carballes,Muller,Bautista,Fritz,R128,,2nd Round,,1.45,2.78,,
Roland Garros,French Open,Dellien,Gunneswaran,Khachanov,Barrere,R128,,2nd Round,,1.11,6.69,,
Roland Garros,French Open,Tsitsipas,Marterer,Fognini,Delbonis,R128,,2nd Round,,1.45,2.76,,
Roland Garros,French Open,Martin,Jarry,Klizan,Pouille,R128,,2nd Round,,2.87,1.43,,
Roland Garros,French Open,Nishioka,McDonald,Nishikori,Djere,R128,,3rd Round,,1.3,3.54,,
Roland Garros,French Open,Karlovic,Lopez,Paire,Carreno,R128,,3rd Round,,2.3,1.63,,
Roland Garros,French Open,Thompson,Davidovich,Federer,Ruud,R128,,3rd Round,,1.12,6.4,,
Roland Garros,French Open,Pouille,Bolelli,Mayer,Mahut,R128,,3rd Round,,1.24,4.09,,
Roland Garros,French Open,Klizan,Kukushkin,Londero,Moutet,R128,,3rd Round,,1.58,2.42,,
Roland Garros,French Open,Barrere,Ebden,Nadal,Goffin,R128,,3rd Round,,1.03,13.15,,
Roland Garros,French Open,Khachanov,Marcel,Fognini,Bautista,R128,,3rd Round,,1.68,2.2,,
Roland Garros,French Open,Monfils,Daniel,Zverev,Lajovic,R128,,3rd Round,,1.31,3.53,,
Roland Garros,French Open,Mannarino,Travaglia,Tsitsipas,Krajinovic,R128,,3rd Round,,1.17,5.12,,
Roland Garros,French Open,Hoang,Dzumhur,Struff,Coric,R128,,3rd Round,,3.01,1.4,,
Roland Garros,French Open,Verdasco,Evans,Wawrinka,Dimitrov,R128,,3rd Round,,1.35,3.21,,
Roland Garros,French Open,Edmund,Chardy,Djokovic,Caruso,R128,,3rd Round,,1.01,22.31,,
Roland Garros,French Open,Cuevas,Janvier,Thiem,Cuevas,R128,,3rd Round,,1.23,4.25,,
Roland Garros,French Open,Bublik,Molleker,Monfils,Hoang,R128,,3rd Round,,1.09,7.82,,
Roland Garros,French Open,Thiem,Paul,Del,Thompson,R128,,3rd Round,,1.28,3.75,,
Roland Garros,French Open,Zverev,Millman,Khachanov,Klizan,R128,,3rd Round,,1.3,3.6,,
Roland Garros,French Open,Ymer,Rola,Federer,Mayer,R128,,4th Round,,1.09,7.83,,
Roland Garros,French Open,Benchetrit,Norrie,Wawrinka,Tsitsipas,R128,,4th Round,,2.1,1.75,,
Roland Garros,French Open,Lajovic,Monteiro,Nadal,Londero,R128,,4th Round,,1.01,24.13,,
Roland Garros,French Open,Bautista,Johnson,Nishikori,Paire,R128,,4th Round,,1.46,2.72,,
Roland Garros,French Open,Fritz,Tomic,Djokovic,Struff,R128,,4th Round,,1.03,13.25,,
Roland Garros,French Open,Delbonis,Garcia,Thiem,Monfils,R128,,4th Round,,1.36,3.16,,
Roland Garros,French Open,Fognini,Seppi,Zverev,Fognini,R128,,4th Round,,2.04,1.79,,
Roland Garros,French Open,Coric,Bedene,Khachanov,Del,R128,,4th Round,,2.79,1.45,,
Roland Garros,French Open,Harris,Rosol,Federer,Wawrinka,R128,,Quarterfinals,,1.38,3.08,,
Roland Garros,French Open,Albot,Sandgren,Nadal,Nishikori,R128,,Quarterfinals,,1.03,15.7,,
Roland Garros,French Open,Lennard,Shapovalov,Djokovic,Zverev,R128,,Quarterfinals,,1.12,6.6,,
Roland Garros,French Open,Simon,Stakhovsky,Thiem,Khachanov,R128,,Quarterfinals,,1.29,3.7,,
Roland Garros,French Open,Caruso,Munar,Nadal,Federer,R128,,Semifinals,,1.14,6.13,,
Roland Garros,French Open,Laaksonen,Martinez,Thiem,Djokovic,R128,,Semifinals,,2.79,1.46,,
Roland Garros,French Open,Djokovic,Hurkacz,Nadal,Thiem,R128,,The Final,,1.21,4.66,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Mannarino,Thompson,Fritz,Rodionov,F,,1st Round,,1.21,4.4,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Thompson,Gasquet,Garin,Caruso,SF,,1st Round,,1.56,2.45,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Mannarino,Coric,Thompson,Paul,SF,,1st Round,,1.89,1.91,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Gasquet,Jarry,Haase,Humbert,QF,,1st Round,,1.63,2.25,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Thompson,De,Tiafoe,Sousa,QF,,1st Round,,1.4,2.93,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Mannarino,Goffin,Gasquet,Bedene,QF,,1st Round,,1.35,3.17,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Coric,Garin,Jarry,Sinner,QF,,1st Round,,1.75,2.06,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Jarry,Tsitsipas,Seppi,Fabbiano,R16,,1st Round,,1.43,2.79,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Gasquet,Kukushkin,Goffin,Davidovich,R16,,1st Round,,1.34,3.21,,
's-Hertogenbosch,Rosmalen Grass Court Championships,De,Seppi,Mannarino,De,R16,,1st Round,,1.2,4.49,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Thompson,Tiafoe,Herbert,Ebden,R16,,1st Round,,2.09,1.73,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Goffin,Hugues,Kukushkin,Sonego,R16,,1st Round,,1.61,2.3,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Mannarino,Verdasco,Thompson,Tiafoe,R16,,2nd Round,,2.4,1.59,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Garin,Haase,Coric,Fritz,R16,,2nd Round,,1.59,2.35,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Coric,Fritz,De,Seppi,R16,,2nd Round,,1.55,2.43,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Jarry,Sinner,Goffin,Herbert,R32,,2nd Round,,1.37,3.05,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Kukushkin,Sonego,Garin,Haase,R32,,2nd Round,,1.72,2.12,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Gasquet,Bedene,Jarry,Tsitsipas,R32,,2nd Round,,4.53,1.2,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Seppi,Fabbiano,Mannarino,Verdasco,R32,,2nd Round,,1.66,2.21,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Thompson,Paul,Gasquet,Kukushkin,R32,,2nd Round,,1.56,2.42,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Tiafoe,Sousa,Coric,Garin,R32,,Quarterfinals,,1.41,2.91,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Goffin,Davidovich,Mannarino,Goffin,R32,,Quarterfinals,,3.59,1.29,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Hugues,Ebden,Thompson,De,R32,,Quarterfinals,,2.57,1.51,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Mannarino,De,Gasquet,Jarry,R32,,Quarterfinals,,1.72,2.13,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Garin,Caruso,Thompson,Gasquet,R32,,Semifinals,,2.51,1.53,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Haase,Humbert,Mannarino,Coric,R32,,Semifinals,,2.7,1.46,,
's-Hertogenbosch,Rosmalen Grass Court Championships,Fritz,Rodionov,Mannarino,Thompson,R32,,The Final,,1.75,2.07,,
Stuttgart,Mercedes Cup,Berrettini,Auger,Tsonga,Zverev,F,,1st Round,,1.24,4.01,,
Stuttgart,Mercedes Cup,Auger,Raonic,Kecmanovic,Kohlschreiber,SF,,1st Round,,5.01,1.17,,
Stuttgart,Mercedes Cup,Berrettini,Lennard,Fucsovics,Munar,SF,,1st Round,,1.31,3.43,,
Stuttgart,Mercedes Cup,Auger,Brown,Struff,Shapovalov,QF,,1st Round,,2.09,1.73,,
Stuttgart,Mercedes Cup,Raonic,Fucsovics,Raonic,Popyrin,QF,,1st Round,,1.28,3.65,,
Stuttgart,Mercedes Cup,Lennard,Pouille,Auger-Aliassime,Gulbis,QF,,1st Round,,1.65,2.23,,
Stuttgart,Mercedes Cup,Berrettini,Kudla,Brown,Millman,QF,,1st Round,,2.03,1.78,,
Stuttgart,Mercedes Cup,Brown,Zverev,Pouille,Lopez,R16,,1st Round,,1.87,1.91,,
Stuttgart,Mercedes Cup,Auger,Simon,Kudla,Galovic,R16,,1st Round,,1.25,3.88,,
Stuttgart,Mercedes Cup,Fucsovics,Basilashvili,Berrettini,Kyrgios,R16,,1st Round,,2.75,1.44,,
Stuttgart,Mercedes Cup,Raonic,Tsonga,Simon,Gojowczyk,R16,,1st Round,,1.69,2.15,,
Stuttgart,Mercedes Cup,Lennard,Kecmanovic,Monfils,Johnson,R16,,1st Round,,1.42,2.85,,
Stuttgart,Mercedes Cup,Pouille,Medvedev,Fucsovics,Basilashvili,R16,,2nd Round,,1.53,2.51,,
Stuttgart,Mercedes Cup,Kudla,Monfils,Raonic,Tsonga,R16,,2nd Round,,2.17,1.68,,
Stuttgart,Mercedes Cup,Berrettini,Khachanov,Struff,Kecmanovic,R16,,2nd Round,,1.28,3.65,,
Stuttgart,Mercedes Cup,Brown,Millman,Pouille,Medvedev,R32,,2nd Round,,2.63,1.48,,
Stuttgart,Mercedes Cup,Simon,Gojowczyk,Kudla,Monfils,R32,,2nd Round,,2.81,1.43,,
Stuttgart,Mercedes Cup,Auger,Gulbis,Berrettini,Khachanov,R32,,2nd Round,,1.95,1.85,,
Stuttgart,Mercedes Cup,Fucsovics,Munar,Brown,Zverev,R32,,2nd Round,,3.88,1.25,,
Stuttgart,Mercedes Cup,Tsonga,Zverev,Auger-Aliassime,Simon,R32,,2nd Round,,1.51,2.54,,
Stuttgart,Mercedes Cup,Raonic,Popyrin,Berrettini,Kudla,R32,,Quarterfinals,,1.49,2.61,,
Stuttgart,Mercedes Cup,Lennard,Shapovalov,Struff,Pouille,R32,,Quarterfinals,,1.8,2.01,,
Stuttgart,Mercedes Cup,Kecmanovic,Kohlschreiber,Auger-Aliassime,Brown,R32,,Quarterfinals,,1.57,2.41,,
Stuttgart,Mercedes Cup,Pouille,Lopez,Raonic,Fucsovics,R32,,Quarterfinals,,1.37,3.08,,
Stuttgart,Mercedes Cup,Monfils,Johnson,Berrettini,Struff,R32,,Semifinals,,1.77,2.06,,
Stuttgart,Mercedes Cup,Kudla,Galovic,Auger-Aliassime,Raonic,R32,,Semifinals,,2.84,1.43,,
Stuttgart,Mercedes Cup,Berrettini,Kyrgios,Berrettini,Auger-Aliassime,R32,,The Final,,1.45,2.75,,
Halle,Halle Open,Federer,Goffin,Albot,Ebden,F,,1st Round,,2.15,1.69,,
Halle,Halle Open,Federer,Hugues,Johnson,Kohlschreiber,SF,,1st Round,,2.27,1.62,,
Halle,Halle Open,Goffin,Berrettini,Herbert,Monfils,SF,,1st Round,,2.58,1.5,,
Halle,Halle Open,Federer,Bautista,Sousa,Hurkacz,QF,,1st Round,,2.1,1.73,,
Halle,Halle Open,Hugues,Coric,Khachanov,Kecmanovic,QF,,1st Round,,1.26,3.9,,
Halle,Halle Open,Berrettini,Khachanov,Zverev,Haase,QF,,1st Round,,1.16,5.2,,
Halle,Halle Open,Goffin,Zverev,Gasquet,Gojowczyk,QF,,1st Round,,1.38,3.01,,
Halle,Halle Open,Federer,Tsonga,Goffin,Pella,R16,,1st Round,,1.26,3.88,,
Halle,Halle Open,Bautista,Gasquet,Struff,Djere,R16,,1st Round,,1.16,5.15,,
Halle,Halle Open,Coric,Sousa,Bautista,Fritz,R16,,1st Round,,1.56,2.42,,
Halle,Halle Open,Hugues,Stakhovsky,Coric,Munar,R16,,1st Round,,1.2,4.58,,
Halle,Halle Open,Berrettini,Seppi,Stakhovsky,Molleker,R16,,1st Round,,1.55,2.45,,
Halle,Halle Open,Khachanov,Lennard,Seppi,Moraing,R16,,1st Round,,1.36,3.11,,
Halle,Halle Open,Goffin,Albot,Tsonga,Paire,R16,,1st Round,,1.37,3.05,,
Halle,Halle Open,Zverev,Johnson,Berrettini,Basilashvili,R16,,1st Round,,1.29,3.61,,
Halle,Halle Open,Federer,Millman,Federer,Millman,R32,,1st Round,,1.06,9.09,,
Halle,Halle Open,Tsonga,Paire,Goffin,Albot,R32,,2nd Round,,1.22,4.29,,
Halle,Halle Open,Gasquet,Gojowczyk,Khachanov,Struff,R32,,2nd Round,,1.94,1.85,,
Halle,Halle Open,Bautista,Fritz,Herbert,Stakhovsky,R32,,2nd Round,,1.34,3.26,,
Halle,Halle Open,Coric,Munar,Coric,Sousa,R32,,2nd Round,,1.22,4.22,,
Halle,Halle Open,Sousa,Hurkacz,Berrettini,Seppi,R32,,2nd Round,,1.25,3.89,,
Halle,Halle Open,Stakhovsky,Molleker,Bautista,Gasquet,R32,,2nd Round,,1.55,2.44,,
Halle,Halle Open,Hugues,Monfils,Zverev,Johnson,R32,,2nd Round,,1.49,2.62,,
Halle,Halle Open,Berrettini,Basilashvili,Federer,Tsonga,R32,,2nd Round,,1.17,4.97,,
Halle,Halle Open,Seppi,Moraing,Berrettini,Khachanov,R32,,Quarterfinals,,1.65,2.24,,
Halle,Halle Open,Lennard,Djere,Goffin,Zverev,R32,,Quarterfinals,,2.38,1.58,,
Halle,Halle Open,Khachanov,Kecmanovic,Herbert,Coric,R32,,Quarterfinals,,2.37,1.59,,
Halle,Halle Open,Goffin,Pella,Federer,Bautista,R32,,Quarterfinals,,1.16,5.29,,
Halle,Halle Open,Albot,Ebden,Goffin,Berrettini,R32,,Semifinals,,2.26,1.64,,
Halle,Halle Open,Johnson,Kohlschreiber,Federer,Herbert,R32,,Semifinals,,1.08,8.24,,
Halle,Halle Open,Zverev,Haase,Federer,Goffin,R32,,The Final,,1.15,5.54,,
Queen's Club,Queen's Club Championships,Lopez,Simon,Medvedev,Verdasco,F,,1st Round,,1.39,2.98,,
Queen's Club,Queen's Club Championships,Lopez,Auger,Schwartzman,Bublik,SF,,1st Round,,2.25,1.64,,
Queen's Club,Queen's Club Championships,Simon,Medvedev,Cilic,Garin,SF,,1st Round,,1.3,3.52,,
Queen's Club,Queen's Club Championships,Auger,Tsitsipas,Mahut,Tiafoe,QF,,1st Round,,2.15,1.7,,
Queen's Club,Queen's Club Championships,Lopez,Raonic,Anderson,Norrie,QF,,1st Round,,1.36,3.15,,
Queen's Club,Queen's Club Championships,Medvedev,Schwartzman,Simon,Ward,QF,,1st Round,,1.48,2.64,,
Queen's Club,Queen's Club Championships,Simon,Mahut,Chardy,Kukushkin,QF,,1st Round,,1.6,2.32,,
Queen's Club,Queen's Club Championships,Tsitsipas,Chardy,Del,Shapovalov,R16,,1st Round,,1.39,2.96,,
Queen's Club,Queen's Club Championships,Auger,Kyrgios,Lopez,Fucsovics,R16,,1st Round,,1.66,2.21,,
Queen's Club,Queen's Club Championships,Lopez,Martin,Bedene,De,R16,,1st Round,,2.52,1.52,,
Queen's Club,Queen's Club Championships,Raonic,Bedene,Wawrinka,Evans,R16,,1st Round,,1.7,2.15,,
Queen's Club,Queen's Club Championships,Schwartzman,Cilic,Pouille,Clarke,R16,,1st Round,,1.15,5.5,,
Queen's Club,Queen's Club Championships,Medvedev,Pouille,Raonic,Cecchinato,R16,,1st Round,,1.16,5.17,,
Queen's Club,Queen's Club Championships,Mahut,Wawrinka,Tsitsipas,Edmund,R16,,1st Round,,1.36,3.14,,
Queen's Club,Queen's Club Championships,Simon,Anderson,Kyrgios,Carballes,R16,,1st Round,,1.19,4.62,,
Queen's Club,Queen's Club Championships,Tsitsipas,Edmund,Auger-Aliassime,Dimitrov,R32,,1st Round,,2.4,1.57,,
Queen's Club,Queen's Club Championships,Chardy,Kukushkin,Lopez,Del,R32,,2nd Round,,3.33,1.32,,
Queen's Club,Queen's Club Championships,Kyrgios,Carballes,Schwartzman,Cilic,R32,,2nd Round,,4.79,1.18,,
Queen's Club,Queen's Club Championships,Auger,Dimitrov,Simon,Anderson,R32,,2nd Round,,3.22,1.34,,
Queen's Club,Queen's Club Championships,Martin,Shapovalov,Mahut,Wawrinka,R32,,2nd Round,,2.94,1.4,,
Queen's Club,Queen's Club Championships,Lopez,Fucsovics,Medvedev,Pouille,R32,,2nd Round,,1.48,2.65,,
Queen's Club,Queen's Club Championships,Bedene,De,Raonic,Bedene,R32,,2nd Round,,1.18,4.76,,
Queen's Club,Queen's Club Championships,Raonic,Cecchinato,Tsitsipas,Chardy,R32,,2nd Round,,1.28,3.65,,
Queen's Club,Queen's Club Championships,Cilic,Garin,Auger-Aliassime,Kyrgios,R32,,2nd Round,,1.86,1.94,,
Queen's Club,Queen's Club Championships,Schwartzman,Bublik,Medvedev,Schwartzman,R32,,Quarterfinals,,1.26,3.82,,
Queen's Club,Queen's Club Championships,Pouille,Clarke,Simon,Mahut,R32,,Quarterfinals,,1.66,2.22,,
Queen's Club,Queen's Club Championships,Medvedev,Verdasco,Auger-Aliassime,Tsitsipas,R32,,Quarterfinals,,2.3,1.62,,
Queen's Club,Queen's Club Championships,Wawrinka,Evans,Lopez,Raonic,R32,,Quarterfinals,,3.24,1.34,,
Queen's Club,Queen's Club Championships,Mahut,Tiafoe,Simon,Medvedev,R32,,Semifinals,,4.52,1.2,,
