tourney_name,Tournament,winner_name,loser_name,Winner,Loser,round,,Round,,AvgW,AvgL,Avgoddsw,Averoddsl
Monte Carlo Masters,Monte Carlo Masters,Kei Nishikori,Tomas Berdych,Bautista Agut R.,Gojowczyk P.,R64,,1st Round,,1.17,5.06,,
Monte Carlo Masters,Monte Carlo Masters,Daniil Medvedev,Marton Fucsovics,Ramos-Vinolas A.,Donaldson J.,R64,,1st Round,,1.34,3.23,,
Monte Carlo Masters,Monte Carlo Masters,Andreas Seppi,Kyle Edmund,Rublev A.,Haase R.,R64,,1st Round,,1.78,2.02,,
Monte Carlo Masters,Monte Carlo Masters,Gilles Muller,Florian Mayer,Coric B.,Benneteau J.,R64,,1st Round,,1.19,4.83,,
Monte Carlo Masters,Monte Carlo Masters,Jan Lennard Struff,Yuichi Sugita,Nishikori K.,Berdych T.,R64,,1st Round,,2.03,1.79,,
Monte Carlo Masters,Monte Carlo Masters,Fabio Fognini,Ilya Ivashka,Raonic M.,Catarina L.,R64,,1st Round,,1.01,20.91,,
Monte Carlo Masters,Monte Carlo Masters,Diego Schwartzman,Guido Pella,Djokovic N.,Lajovic D.,R64,,1st Round,,1.28,3.75,,
Monte Carlo Masters,Monte Carlo Masters,Richard Gasquet,Jeremy Chardy,Muller G.,Mayer F.,R64,,1st Round,,1.68,2.19,,
Monte Carlo Masters,Monte Carlo Masters,Mischa Zverev,Felix Auger Aliassime,Bedene A.,Basic M.,R64,,1st Round,,1.2,4.61,,
Monte Carlo Masters,Monte Carlo Masters,Stefanos Tsitsipas,Denis Shapovalov,Tsitsipas S.,Shapovalov D.,R64,,1st Round,,1.66,2.23,,
Monte Carlo Masters,Monte Carlo Masters,Feliciano Lopez,Benoit Paire,Herbert P.H.,Lorenzi P.,R64,,1st Round,,1.46,2.73,,
Monte Carlo Masters,Monte Carlo Masters,Roberto Bautista Agut,Peter Gojowczyk,Cecchinato M.,Dzumhur D.,R64,,1st Round,,1.84,1.96,,
Monte Carlo Masters,Monte Carlo Masters,Albert Ramos,Jared Donaldson,Simon G.,Mannarino A.,R64,,1st Round,,1.63,2.28,,
Monte Carlo Masters,Monte Carlo Masters,Philipp Kohlschreiber,Tennys Sandgren,Verdasco F.,Cuevas P.,R64,,1st Round,,1.86,1.94,,
Monte Carlo Masters,Monte Carlo Masters,Pierre Hugues Herbert,Paolo Lorenzi,Lopez F.,Paire B.,R64,,1st Round,,2.21,1.67,,
Monte Carlo Masters,Monte Carlo Masters,Andrey Rublev,Robin Haase,Struff J.L.,Sugita Y.,R64,,1st Round,,1.54,2.47,,
Monte Carlo Masters,Monte Carlo Masters,Borna Coric,Julien Benneteau,Fognini F.,Ivashka I.,R64,,1st Round,,1.21,4.44,,
Monte Carlo Masters,Monte Carlo Masters,Novak Djokovic,Dusan Lajovic,Schwartzman D.,Pella G.,R64,,1st Round,,1.44,2.78,,
Monte Carlo Masters,Monte Carlo Masters,Gilles Simon,Adrian Mannarino,Seppi A.,Edmund K.,R64,,1st Round,,2.93,1.41,,
Monte Carlo Masters,Monte Carlo Masters,Karen Khachanov,Thanasi Kokkinakis,Gasquet R.,Chardy J.,R64,,1st Round,,1.63,2.28,,
Monte Carlo Masters,Monte Carlo Masters,Aljaz Bedene,Mirza Basic,Kohlschreiber P.,Sandgren T.,R64,,1st Round,,1.25,3.91,,
Monte Carlo Masters,Monte Carlo Masters,Marin Cilic,Fernando Verdasco,Thiem D.,Rublev A.,R32,,2nd Round,,1.26,3.86,,
Monte Carlo Masters,Monte Carlo Masters,Milos Raonic,Marco Cecchinato,Zverev M.,Pouille L.,R32,,2nd Round,,5.12,1.17,,
Monte Carlo Masters,Monte Carlo Masters,Kei Nishikori,Daniil Medvedev,Dimitrov G.,Herbert P.H.,R32,,2nd Round,,1.35,3.23,,
Monte Carlo Masters,Monte Carlo Masters,Andreas Seppi,Guillermo Garcia Lopez,Goffin D.,Tsitsipas S.,R32,,2nd Round,,1.8,2.01,,
Monte Carlo Masters,Monte Carlo Masters,Alexander Zverev,Gilles Muller,Zverev A.,Muller G.,R32,,2nd Round,,1.15,5.49,,
Monte Carlo Masters,Monte Carlo Masters,Jan Lennard Struff,Fabio Fognini,Nishikori K.,Medvedev D.,R32,,2nd Round,,1.32,3.39,,
Monte Carlo Masters,Monte Carlo Masters,Richard Gasquet,Diego Schwartzman,Bautista Agut R.,Lopez F.,R32,,2nd Round,,1.25,3.97,,
Monte Carlo Masters,Monte Carlo Masters,Mischa Zverev,Lucas Pouille,Khachanov K.,Simon G.,R32,,2nd Round,,1.42,2.87,,
Monte Carlo Masters,Monte Carlo Masters,David Goffin,Stefanos Tsitsipas,Struff J.L.,Fognini F.,R32,,2nd Round,,3.1,1.37,,
Monte Carlo Masters,Monte Carlo Masters,Roberto Bautista Agut,Feliciano Lopez,Djokovic N.,Coric B.,R32,,2nd Round,,1.38,3.07,,
Monte Carlo Masters,Monte Carlo Masters,Philipp Kohlschreiber,Albert Ramos,Kohlschreiber P.,Ramos-Vinolas A.,R32,,2nd Round,,1.69,2.16,,
Monte Carlo Masters,Monte Carlo Masters,Grigor Dimitrov,Pierre Hugues Herbert,Gasquet R.,Schwartzman D.,R32,,2nd Round,,2.33,1.61,,
Monte Carlo Masters,Monte Carlo Masters,Dominic Thiem,Andrey Rublev,Seppi A.,Garcia-Lopez G.,R32,,2nd Round,,1.6,2.33,,
Monte Carlo Masters,Monte Carlo Masters,Novak Djokovic,Borna Coric,Raonic M.,Cecchinato M.,R32,,2nd Round,,1.49,2.64,,
Monte Carlo Masters,Monte Carlo Masters,Karen Khachanov,Gilles Simon,Nadal R.,Bedene A.,R32,,2nd Round,,1.03,12.34,,
Monte Carlo Masters,Monte Carlo Masters,Rafael Nadal,Aljaz Bedene,Cilic M.,Verdasco F.,R32,,2nd Round,,1.4,2.96,,
Monte Carlo Masters,Monte Carlo Masters,Marin Cilic,Milos Raonic,Goffin D.,Bautista Agut R.,R16,,3rd Round,,1.82,2.01,,
Monte Carlo Masters,Monte Carlo Masters,Kei Nishikori,Andreas Seppi,Zverev A.,Struff J.L.,R16,,3rd Round,,1.26,3.95,,
Monte Carlo Masters,Monte Carlo Masters,Alexander Zverev,Jan Lennard Struff,Dimitrov G.,Kohlschreiber P.,R16,,3rd Round,,1.69,2.19,,
Monte Carlo Masters,Monte Carlo Masters,Richard Gasquet,Mischa Zverev,Thiem D.,Djokovic N.,R16,,3rd Round,,2.28,1.64,,
Monte Carlo Masters,Monte Carlo Masters,David Goffin,Roberto Bautista Agut,Gasquet R.,Zverev M.,R16,,3rd Round,,1.2,4.65,,
Monte Carlo Masters,Monte Carlo Masters,Grigor Dimitrov,Philipp Kohlschreiber,Nadal R.,Khachanov K.,R16,,3rd Round,,1.05,10.89,,
Monte Carlo Masters,Monte Carlo Masters,Dominic Thiem,Novak Djokovic,Cilic M.,Raonic M.,R16,,3rd Round,,1.44,2.79,,
Monte Carlo Masters,Monte Carlo Masters,Rafael Nadal,Karen Khachanov,Nishikori K.,Seppi A.,R16,,3rd Round,,1.18,4.93,,
Monte Carlo Masters,Monte Carlo Masters,Kei Nishikori,Marin Cilic,Dimitrov G.,Goffin D.,QF,,Quarterfinals,,2.08,1.77,,
Monte Carlo Masters,Monte Carlo Masters,Alexander Zverev,Richard Gasquet,Nadal R.,Thiem D.,QF,,Quarterfinals,,1.16,5.34,,
Monte Carlo Masters,Monte Carlo Masters,Grigor Dimitrov,David Goffin,Nishikori K.,Cilic M.,QF,,Quarterfinals,,2.26,1.65,,
Monte Carlo Masters,Monte Carlo Masters,Rafael Nadal,Dominic Thiem,Zverev A.,Gasquet R.,QF,,Quarterfinals,,1.51,2.59,,
Monte Carlo Masters,Monte Carlo Masters,Kei Nishikori,Alexander Zverev,Nadal R.,Dimitrov G.,SF,,Semifinals,,1.06,9.86,,
Monte Carlo Masters,Monte Carlo Masters,Rafael Nadal,Grigor Dimitrov,Nishikori K.,Zverev A.,SF,,Semifinals,,2.27,1.65,,
Monte Carlo Masters,Monte Carlo Masters,Rafael Nadal,Kei Nishikori,Nadal R.,Nishikori K.,F,,The Final,,1.05,10.78,,
Barcelona,Open Banco Sabadell ,Gilles Simon,Ilya Ivashka,Paire B.,Jarry N.,R64,,1st Round,,2.19,1.68,,
Barcelona,Open Banco Sabadell ,Malek Jaziri,Tennys Sandgren,Jaziri M.,Sandgren T.,R64,,1st Round,,2.17,1.68,,
Barcelona,Open Banco Sabadell ,Pablo Cuevas,Ricardo Ojeda Lara,Lajovic D.,Martinez P.,R64,,1st Round,,1.27,3.77,,
Barcelona,Open Banco Sabadell ,Benoit Paire,Nicolas Jarry,Granollers M.,Kukushkin M.,R64,,1st Round,,1.66,2.22,,
Barcelona,Open Banco Sabadell ,Jaume Munar,Joao Sousa,Dutra Silva R.,Donaldson J.,R64,,1st Round,,1.71,2.15,,
Barcelona,Open Banco Sabadell ,Guido Pella,Peter Gojowczyk,Garcia-Lopez G.,Sugita Y.,R64,,1st Round,,1.48,2.65,,
Barcelona,Open Banco Sabadell ,Rogerio Dutra Silva,Jared Donaldson,Tsitsipas S.,Moutet C.,R64,,1st Round,,1.32,3.37,,
Barcelona,Open Banco Sabadell ,Stefanos Tsitsipas,Corentin Moutet,Karlovic I.,Robredo T.,R64,,1st Round,,1.56,2.43,,
Barcelona,Open Banco Sabadell ,Ivo Karlovic,Tommy Robredo,Cuevas P.,Ojeda Lara R.,R64,,1st Round,,1.13,5.86,,
Barcelona,Open Banco Sabadell ,Bjorn Fratangelo,Alexey Vatutin,Mayer L.,Zverev M.,R64,,1st Round,,1.47,2.7,,
Barcelona,Open Banco Sabadell ,Leonardo Mayer,Mischa Zverev,Carballes Baena R.,Haider-Maurer A.,R64,,1st Round,,1.2,4.55,,
Barcelona,Open Banco Sabadell ,Marcel Granollers,Mikhail Kukushkin,Klizan M.,Delbonis F.,R64,,1st Round,,1.64,2.26,,
Barcelona,Open Banco Sabadell ,Martin Klizan,Federico Delbonis,Pella G.,Gojowczyk P.,R64,,1st Round,,1.29,3.58,,
Barcelona,Open Banco Sabadell ,Dusan Lajovic,Pedro Martinez,Fratangelo B.,Vatutin A.,R64,,1st Round,,1.68,2.19,,
Barcelona,Open Banco Sabadell ,Guillermo Garcia Lopez,Yuichi Sugita,Simon G.,Ivashka I.,R64,,1st Round,,1.68,2.2,,
Barcelona,Open Banco Sabadell ,Roberto Carballes Baena,Andreas Haider Maurer,Munar J.,Sousa J.,R64,,1st Round,,2.44,1.56,,
Barcelona,Open Banco Sabadell ,Grigor Dimitrov,Gilles Simon,Goffin D.,Granollers M.,R32,,2nd Round,,1.25,3.93,,
Barcelona,Open Banco Sabadell ,Malek Jaziri,Ernesto Escobedo,Lopez F.,Lajovic D.,R32,,2nd Round,,1.69,2.16,,
Barcelona,Open Banco Sabadell ,Adrian Mannarino,Pablo Cuevas,Jaziri M.,Escobedo E.,R32,,2nd Round,,1.64,2.26,,
Barcelona,Open Banco Sabadell ,Pablo Carreno Busta,Benoit Paire,Bautista Agut R.,Karlovic I.,R32,,2nd Round,,1.34,3.27,,
Barcelona,Open Banco Sabadell ,Dominic Thiem,Jaume Munar,Mannarino A.,Cuevas P.,R32,,2nd Round,,3.66,1.29,,
Barcelona,Open Banco Sabadell ,Jozef Kovalik,Guido Pella,Garcia-Lopez G.,Nishikori K.,R32,,2nd Round,,4.72,1.19,,
Barcelona,Open Banco Sabadell ,Albert Ramos,Rogerio Dutra Silva,Dimitrov G.,Simon G.,R32,,2nd Round,,1.31,3.44,,
Barcelona,Open Banco Sabadell ,Stefanos Tsitsipas,Diego Schwartzman,Thiem D.,Munar J.,R32,,2nd Round,,1.07,8.37,,
Barcelona,Open Banco Sabadell ,Roberto Bautista Agut,Ivo Karlovic,Klizan M.,Djokovic N.,R32,,2nd Round,,4.77,1.19,,
Barcelona,Open Banco Sabadell ,Pablo Andujar,Bjorn Fratangelo,Kovalik J.,Pella G.,R32,,2nd Round,,3.51,1.3,,
Barcelona,Open Banco Sabadell ,Karen Khachanov,Leonardo Mayer,Ramos-Vinolas A.,Dutra Silva R.,R32,,2nd Round,,1.45,2.73,,
Barcelona,Open Banco Sabadell ,David Goffin,Marcel Granollers,Nadal R.,Carballes Baena R.,R32,,2nd Round,,1.01,21.25,,
Barcelona,Open Banco Sabadell ,Martin Klizan,Novak Djokovic,Tsitsipas S.,Schwartzman D.,R32,,2nd Round,,2.36,1.59,,
Barcelona,Open Banco Sabadell ,Feliciano Lopez,Dusan Lajovic,Carreno Busta P.,Paire B.,R32,,2nd Round,,1.52,2.53,,
Barcelona,Open Banco Sabadell ,Guillermo Garcia Lopez,Kei Nishikori,Khachanov K.,Mayer L.,R32,,2nd Round,,1.65,2.24,,
Barcelona,Open Banco Sabadell ,Rafael Nadal,Roberto Carballes Baena,Andujar P.,Fratangelo B.,R32,,2nd Round,,1.36,3.16,,
Barcelona,Open Banco Sabadell ,Grigor Dimitrov,Malek Jaziri,Klizan M.,Lopez F.,R16,,3rd Round,,1.68,2.19,,
Barcelona,Open Banco Sabadell ,Pablo Carreno Busta,Adrian Mannarino,Thiem D.,Kovalik J.,R16,,3rd Round,,1.06,9.13,,
Barcelona,Open Banco Sabadell ,Dominic Thiem,Jozef Kovalik,Tsitsipas S.,Ramos-Vinolas A.,R16,,3rd Round,,1.63,2.28,,
Barcelona,Open Banco Sabadell ,Stefanos Tsitsipas,Albert Ramos,Dimitrov G.,Jaziri M.,R16,,3rd Round,,1.14,5.61,,
Barcelona,Open Banco Sabadell ,Roberto Bautista Agut,Pablo Andujar,Carreno Busta P.,Mannarino A.,R16,,3rd Round,,1.3,3.58,,
Barcelona,Open Banco Sabadell ,David Goffin,Karen Khachanov,Nadal R.,Garcia-Lopez G.,R16,,3rd Round,,1.01,21.66,,
Barcelona,Open Banco Sabadell ,Martin Klizan,Feliciano Lopez,Goffin D.,Khachanov K.,R16,,3rd Round,,1.81,2.01,,
Barcelona,Open Banco Sabadell ,Rafael Nadal,Guillermo Garcia Lopez,Bautista Agut R.,Andujar P.,R16,,3rd Round,,1.45,2.76,,
Barcelona,Open Banco Sabadell ,Pablo Carreno Busta,Grigor Dimitrov,Tsitsipas S.,Thiem D.,QF,,Quarterfinals,,3.18,1.36,,
Barcelona,Open Banco Sabadell ,Stefanos Tsitsipas,Dominic Thiem,Carreno Busta P.,Dimitrov G.,QF,,Quarterfinals,,2.12,1.73,,
Barcelona,Open Banco Sabadell ,David Goffin,Roberto Bautista Agut,Nadal R.,Klizan M.,QF,,Quarterfinals,,1.03,13.27,,
Barcelona,Open Banco Sabadell ,Rafael Nadal,Martin Klizan,Goffin D.,Bautista Agut R.,QF,,Quarterfinals,,1.67,2.2,,
Barcelona,Open Banco Sabadell ,Stefanos Tsitsipas,Pablo Carreno Busta,Tsitsipas S.,Carreno Busta P.,SF,,Semifinals,,2.02,1.81,,
Barcelona,Open Banco Sabadell ,Rafael Nadal,David Goffin,Nadal R.,Goffin D.,SF,,Semifinals,,1.06,9.87,,
Barcelona,Open Banco Sabadell ,Rafael Nadal,Stefanos Tsitsipas,Nadal R.,Tsitsipas S.,F,,The Final,,1.04,11.71,,
Budapest,Gazprom Hungarian Open,Marco Cecchinato,Mirza Basic,Millman J.,Albot R.,R32,,1st Round,,1.98,1.83,,
Budapest,Gazprom Hungarian Open,Alexander Bublik,Denis Istomin,Cecchinato M.,Basic M.,R32,,1st Round,,1.57,2.4,,
Budapest,Gazprom Hungarian Open,Jan Lennard Struff,Jurgen Zopp,Sonego L.,Hurkacz H.,R32,,1st Round,,1.88,1.92,,
Budapest,Gazprom Hungarian Open,Nikoloz Basilashvili,Paolo Lorenzi,Bedene A.,Copil M.,R32,,1st Round,,1.19,4.63,,
Budapest,Gazprom Hungarian Open,Mikhail Youzhny,Zsombor Piros,Bublik A.,Istomin D.,R32,,1st Round,,2.51,1.53,,
Budapest,Gazprom Hungarian Open,Andreas Seppi,Thomas Fabbiano,Struff J.L.,Zopp J.,R32,,1st Round,,1.27,3.76,,
Budapest,Gazprom Hungarian Open,Aljaz Bedene,Marius Copil,Maden Y.,Fucsovics M.,R32,,1st Round,,2.84,1.42,,
Budapest,Gazprom Hungarian Open,Matteo Berrettini,Attila Balazs,Marterer M.,Troicki V.,R32,,1st Round,,1.6,2.34,,
Budapest,Gazprom Hungarian Open,Lorenzo Sonego,Hubert Hurkacz,Basilashvili N.,Lorenzi P.,R32,,1st Round,,1.98,1.83,,
Budapest,Gazprom Hungarian Open,Yannick Maden,Marton Fucsovics,Seppi A.,Fabbiano T.,R32,,1st Round,,1.31,3.44,,
Budapest,Gazprom Hungarian Open,Maximilian Marterer,Viktor Troicki,Berrettini M.,Balazs A.,R32,,1st Round,,1.64,2.26,,
Budapest,Gazprom Hungarian Open,John Millman,Radu Albot,Youzhny M.,Piros Z.,R32,,1st Round,,1.67,2.2,,
Budapest,Gazprom Hungarian Open,Marco Cecchinato,Damir Dzumhur,Cecchinato M.,Dzumhur D.,R16,,2nd Round,,1.67,2.21,,
Budapest,Gazprom Hungarian Open,Jan Lennard Struff,Alexander Bublik,Struff J.L.,Bublik A.,R16,,2nd Round,,1.22,4.4,,
Budapest,Gazprom Hungarian Open,Nikoloz Basilashvili,Denis Shapovalov,Sonego L.,Gasquet R.,R16,,2nd Round,,4.88,1.18,,
Budapest,Gazprom Hungarian Open,Andreas Seppi,Mikhail Youzhny,Bedene A.,Berrettini M.,R16,,2nd Round,,1.36,3.13,,
Budapest,Gazprom Hungarian Open,Aljaz Bedene,Matteo Berrettini,Seppi A.,Youzhny M.,R16,,2nd Round,,1.36,3.16,,
Budapest,Gazprom Hungarian Open,Lorenzo Sonego,Richard Gasquet,Basilashvili N.,Shapovalov D.,R16,,2nd Round,,2.29,1.62,,
Budapest,Gazprom Hungarian Open,Yannick Maden,Maximilian Marterer,Maden Y.,Marterer M.,R16,,2nd Round,,2.24,1.65,,
Budapest,Gazprom Hungarian Open,John Millman,Lucas Pouille,Millman J.,Pouille L.,R16,,2nd Round,,3.53,1.3,,
Budapest,Gazprom Hungarian Open,Marco Cecchinato,Jan Lennard Struff,Cecchinato M.,Struff J.L.,QF,,Quarterfinals,,2.22,1.66,,
Budapest,Gazprom Hungarian Open,Andreas Seppi,Nikoloz Basilashvili,Seppi A.,Basilashvili N.,QF,,Quarterfinals,,1.54,2.48,,
Budapest,Gazprom Hungarian Open,Aljaz Bedene,Lorenzo Sonego,Bedene A.,Sonego L.,QF,,Quarterfinals,,1.39,3.03,,
Budapest,Gazprom Hungarian Open,John Millman,Yannick Maden,Millman J.,Maden Y.,QF,,Quarterfinals,,1.76,2.06,,
Budapest,Gazprom Hungarian Open,Marco Cecchinato,Andreas Seppi,Cecchinato M.,Seppi A.,SF,,Semifinals,,2.26,1.65,,
Budapest,Gazprom Hungarian Open,John Millman,Aljaz Bedene,Millman J.,Bedene A.,SF,,Semifinals,,2.78,1.45,,
Budapest,Gazprom Hungarian Open,Marco Cecchinato,John Millman,Cecchinato M.,Millman J.,F,,The Final,,1.63,2.31,,
Estoril,Millennium Estoril Open,Nicolas Kicker,Tim Smyczek,Sousa P.,Simon G.,R32,,1st Round,,3.5,1.3,,
Estoril,Millennium Estoril Open,Ricardo Ojeda Lara,Frederico Ferreira Silva,De Minaur A.,Elias G.,R32,,1st Round,,1.79,2.02,,
Estoril,Millennium Estoril Open,Nicolas Jarry,Leonardo Mayer,Tiafoe F.,Sandgren T.,R32,,1st Round,,1.49,2.63,,
Estoril,Millennium Estoril Open,Frances Tiafoe,Tennys Sandgren,Carballes Baena R.,Fratangelo B.,R32,,1st Round,,1.59,2.36,,
Estoril,Millennium Estoril Open,Simone Bolelli,Joao Domingues,Bolelli S.,Domingues J.,R32,,1st Round,,1.34,3.25,,
Estoril,Millennium Estoril Open,Federico Delbonis,Albert Ramos,Ojeda Lara R.,Silva F.F.,R32,,1st Round,,1.85,1.96,,
Estoril,Millennium Estoril Open,Joao Sousa,Daniil Medvedev,Kicker N.,Smyczek T.,R32,,1st Round,,1.38,3.06,,
Estoril,Millennium Estoril Open,Pedro Sousa,Gilles Simon,Sousa J.,Medvedev D.,R32,,1st Round,,1.72,2.13,,
Estoril,Millennium Estoril Open,Alex De Minaur,Gastao Elias,Norrie C.,Haase R.,R32,,1st Round,,3.45,1.31,,
Estoril,Millennium Estoril Open,Cameron Norrie,Robin Haase,Delbonis F.,Ramos-Vinolas A.,R32,,1st Round,,2,1.82,,
Estoril,Millennium Estoril Open,Roberto Carballes Baena,Bjorn Fratangelo,Tsitsipas S.,Andujar P.,R32,,1st Round,,1.62,2.3,,
Estoril,Millennium Estoril Open,Stefanos Tsitsipas,Pablo Andujar,Jarry N.,Mayer L.,R32,,1st Round,,2.24,1.65,,
Estoril,Millennium Estoril Open,Pablo Carreno Busta,Nicolas Kicker,Edmund K.,De Minaur A.,R16,,2nd Round,,1.4,2.95,,
Estoril,Millennium Estoril Open,Nicolas Jarry,Ricardo Ojeda Lara,Sousa J.,Sousa P.,R16,,2nd Round,,1.28,3.7,,
Estoril,Millennium Estoril Open,Frances Tiafoe,Gilles Muller,Tiafoe F.,Muller G.,R16,,2nd Round,,1.61,2.33,,
Estoril,Millennium Estoril Open,Simone Bolelli,Federico Delbonis,Bolelli S.,Delbonis F.,R16,,2nd Round,,1.95,1.86,,
Estoril,Millennium Estoril Open,Joao Sousa,Pedro Sousa,Carballes Baena R.,Norrie C.,R16,,2nd Round,,1.5,2.59,,
Estoril,Millennium Estoril Open,Kyle Edmund,Alex De Minaur,Tsitsipas S.,Anderson K.,R16,,2nd Round,,1.74,2.11,,
Estoril,Millennium Estoril Open,Roberto Carballes Baena,Cameron Norrie,Carreno Busta P.,Kicker N.,R16,,2nd Round,,1.32,3.38,,
Estoril,Millennium Estoril Open,Stefanos Tsitsipas,Kevin Anderson,Jarry N.,Ojeda Lara R.,R16,,2nd Round,,1.29,3.64,,
Estoril,Millennium Estoril Open,Pablo Carreno Busta,Nicolas Jarry,Tsitsipas S.,Carballes Baena R.,QF,,Quarterfinals,,1.29,3.7,,
Estoril,Millennium Estoril Open,Frances Tiafoe,Simone Bolelli,Sousa J.,Edmund K.,QF,,Quarterfinals,,3.04,1.38,,
Estoril,Millennium Estoril Open,Joao Sousa,Kyle Edmund,Tiafoe F.,Bolelli S.,QF,,Quarterfinals,,1.86,1.96,,
Estoril,Millennium Estoril Open,Stefanos Tsitsipas,Roberto Carballes Baena,Carreno Busta P.,Jarry N.,QF,,Quarterfinals,,1.31,3.47,,
Estoril,Millennium Estoril Open,Frances Tiafoe,Pablo Carreno Busta,Sousa J.,Tsitsipas S.,SF,,Semifinals,,2.33,1.61,,
Estoril,Millennium Estoril Open,Joao Sousa,Stefanos Tsitsipas,Tiafoe F.,Carreno Busta P.,SF,,Semifinals,,2.55,1.52,,
Estoril,Millennium Estoril Open,Joao Sousa,Frances Tiafoe,Sousa J.,Tiafoe F.,F,,The Final,,2.34,1.61,,
Istanbul,Istanbul Open,Thomas Fabbiano,Mikhail Youzhny,Djere L.,Istomin D.,R32,,1st Round,,2.11,1.73,,
Istanbul,Istanbul Open,Dusan Lajovic,John Millman,Troicki V.,Tomic B.,R32,,1st Round,,1.45,2.74,,
Istanbul,Istanbul Open,Jeremy Chardy,Nikoloz Basilashvili,Trungelliti M.,Ymer E.,R32,,1st Round,,1.86,1.94,,
Istanbul,Istanbul Open,Taro Daniel,Matteo Berrettini,Lorenzi P.,Ilkel C.,R32,,1st Round,,1.24,4.04,,
Istanbul,Istanbul Open,Rogerio Dutra Silva,Radu Albot,Daniel T.,Berrettini M.,R32,,1st Round,,2.56,1.51,,
Istanbul,Istanbul Open,Viktor Troicki,Bernard Tomic,Dutra Silva R.,Albot R.,R32,,1st Round,,1.44,2.78,,
Istanbul,Istanbul Open,Paolo Lorenzi,Cem Ilkel,Chardy J.,Basilashvili N.,R32,,1st Round,,1.52,2.54,,
Istanbul,Istanbul Open,Marco Trungelliti,Elias Ymer,Monteiro T.,Melzer G.,R32,,1st Round,,1.7,2.16,,
Istanbul,Istanbul Open,Laslo Djere,Denis Istomin,Vesely J.,Gimeno-Traver D.,R32,,1st Round,,2.15,1.7,,
Istanbul,Istanbul Open,Jiri Vesely,Daniel Gimeno Traver,Lajovic D.,Millman J.,R32,,1st Round,,1.54,2.49,,
Istanbul,Istanbul Open,Thiago Monteiro,Gerald Melzer,Fabbiano T.,Youzhny M.,R32,,1st Round,,1.71,2.15,,
Istanbul,Istanbul Open,Malek Jaziri,Marsel Ilhan,Jaziri M.,Ilhan M.,R32,,1st Round,,1.16,5.27,,
Istanbul,Istanbul Open,Thomas Fabbiano,Damir Dzumhur,Djere L.,Seppi A.,R16,,2nd Round,,3.62,1.29,,
Istanbul,Istanbul Open,Jeremy Chardy,Dusan Lajovic,Daniel T.,Bedene A.,R16,,2nd Round,,3.53,1.3,,
Istanbul,Istanbul Open,Taro Daniel,Aljaz Bedene,Dutra Silva R.,Troicki V.,R16,,2nd Round,,1.52,2.54,,
Istanbul,Istanbul Open,Rogerio Dutra Silva,Viktor Troicki,Lorenzi P.,Trungelliti M.,R16,,2nd Round,,2.29,1.63,,
Istanbul,Istanbul Open,Paolo Lorenzi,Marco Trungelliti,Chardy J.,Lajovic D.,R16,,2nd Round,,1.89,1.91,,
Istanbul,Istanbul Open,Laslo Djere,Andreas Seppi,Fabbiano T.,Dzumhur D.,R16,,2nd Round,,2.37,1.59,,
Istanbul,Istanbul Open,Jiri Vesely,Thiago Monteiro,Jaziri M.,Cilic M.,R16,,2nd Round,,4.02,1.24,,
Istanbul,Istanbul Open,Malek Jaziri,Marin Cilic,Vesely J.,Monteiro T.,R16,,2nd Round,,1.6,2.35,,
Istanbul,Istanbul Open,Jeremy Chardy,Thomas Fabbiano,Daniel T.,Dutra Silva R.,QF,,Quarterfinals,,2.26,1.65,,
Istanbul,Istanbul Open,Taro Daniel,Rogerio Dutra Silva,Chardy J.,Fabbiano T.,QF,,Quarterfinals,,1.34,3.3,,
Istanbul,Istanbul Open,Laslo Djere,Paolo Lorenzi,Jaziri M.,Vesely J.,QF,,Quarterfinals,,1.78,2.05,,
Istanbul,Istanbul Open,Malek Jaziri,Jiri Vesely,Djere L.,Lorenzi P.,QF,,Quarterfinals,,2.04,1.79,,
Istanbul,Istanbul Open,Taro Daniel,Jeremy Chardy,Daniel T.,Chardy J.,SF,,Semifinals,,3.33,1.34,,
Istanbul,Istanbul Open,Malek Jaziri,Laslo Djere,Jaziri M.,Djere L.,SF,,Semifinals,,1.59,2.38,,
Istanbul,Istanbul Open,Taro Daniel,Malek Jaziri,Daniel T.,Jaziri M.,F,,The Final,,2.27,1.64,,
Munich,BMW Open,Casper Ruud,Marius Copil,Hanfmann Y.,Baghdatis M.,R32,,1st Round,,1.79,2.02,,
Munich,BMW Open,Mischa Zverev,Andreas Haider Maurer,Bachinger M.,Kukushkin M.,R32,,1st Round,,2.1,1.73,,
Munich,BMW Open,Philipp Kohlschreiber,Ivo Karlovic,Klizan M.,Mayer F.,R32,,1st Round,,1.27,3.76,,
Munich,BMW Open,Maximilian Marterer,Dustin Brown,Maden Y.,Sugita Y.,R32,,1st Round,,1.62,2.31,,
Munich,BMW Open,Marton Fucsovics,Guido Pella,Struff J.L.,Masur D.,R32,,1st Round,,1.19,4.62,,
Munich,BMW Open,Marco Cecchinato,Fabio Fognini,Kohlschreiber P.,Karlovic I.,R32,,1st Round,,1.37,3.08,,
Munich,BMW Open,Mirza Basic,Gael Monfils,Zverev M.,Haider-Maurer A.,R32,,1st Round,,1.25,3.97,,
Munich,BMW Open,Martin Klizan,Florian Mayer,Fucsovics M.,Pella G.,R32,,1st Round,,2.46,1.55,,
