tourney_name,Tournament,winner_name,loser_name,Winner,Loser,round,,Round,,AvgW,AvgL,Avgoddsw,Averoddsl
Tour Finals,Masters Cup,Kevin Anderson,Kei Nishikori,Nishikori K.,Federer R.,RR,,Round Robin,,3.97,1.26,,
Tour Finals,Masters Cup,Kevin Anderson,Dominic Thiem,Zverev A.,Cilic M.,RR,,Round Robin,,1.8,2.04,,
Tour Finals,Masters Cup,Kei Nishikori,Roger Federer,Djokovic N.,Isner J.,RR,,Round Robin,,1.11,6.92,,
Tour Finals,Masters Cup,Roger Federer,Dominic Thiem,Anderson K.,Nishikori K.,RR,,Round Robin,,2.23,1.66,,
Tour Finals,Masters Cup,Roger Federer,Kevin Anderson,Federer R.,Thiem D.,RR,,Round Robin,,1.35,3.28,,
Tour Finals,Masters Cup,Marin Cilic,John Isner,Djokovic N.,Zverev A.,RR,,Round Robin,,1.16,5.32,,
Tour Finals,Masters Cup,Alexander Zverev,John Isner,Cilic M.,Isner J.,RR,,Round Robin,,1.47,2.74,,
Tour Finals,Masters Cup,Alexander Zverev,Marin Cilic,Thiem D.,Nishikori K.,RR,,Round Robin,,2.59,1.52,,
Tour Finals,Masters Cup,Novak Djokovic,John Isner,Federer R.,Anderson K.,RR,,Round Robin,,1.38,3.12,,
Tour Finals,Masters Cup,Novak Djokovic,Marin Cilic,Zverev A.,Isner J.,RR,,Round Robin,,1.38,3.14,,
Tour Finals,Masters Cup,Novak Djokovic,Alexander Zverev,Djokovic N.,Cilic M.,RR,,Round Robin,,1.17,5.14,,
Tour Finals,Masters Cup,Alexander Zverev,Roger Federer,Zverev A.,Federer R.,SF,,Semifinals,,3.14,1.38,,
Tour Finals,Masters Cup,Novak Djokovic,Kevin Anderson,Djokovic N.,Anderson K.,SF,,Semifinals,,1.12,6.52,,
Tour Finals,Masters Cup,Alexander Zverev,Novak Djokovic,Zverev A.,Djokovic N.,F,,The Final,,5.69,1.15,,
Brisbane,Brisbane International,Viktor Troicki,Yoshihito Nishioka,Thompson J.,Ymer E.,R32,,1st Round,,1.29,3.5,,
Brisbane,Brisbane International,Kyle Edmund,Ernesto Escobedo,Mahut N.,Robert S.,R32,,1st Round,,1.54,2.43,,
Brisbane,Brisbane International,Lucas Pouille,Gilles Simon,Ferrer D.,Tomic B.,R32,,1st Round,,2.01,1.77,,
Brisbane,Brisbane International,Jared Donaldson,Gilles Muller,Edmund K.,Escobedo E.,R32,,1st Round,,1.37,3.01,,
Brisbane,Brisbane International,Jordan Thompson,Elias Ymer,Dimitrov G.,Johnson S.,R32,,1st Round,,1.41,2.85,,
Brisbane,Brisbane International,David Ferrer,Bernard Tomic,Donaldson J.,Muller G.,R32,,1st Round,,2.64,1.47,,
Brisbane,Brisbane International,Grigor Dimitrov,Steve Johnson,Groth S.,Herbert P.H.,R32,,1st Round,,2.27,1.61,,
Brisbane,Brisbane International,Nicolas Mahut,Stephane Robert,Pouille L.,Simon G.,R32,,1st Round,,1.83,1.94,,
Brisbane,Brisbane International,Sam Groth,Pierre Hugues Herbert,Troicki V.,Nishioka Y.,R32,,1st Round,,1.49,2.57,,
Brisbane,Brisbane International,Rafael Nadal,Alexandr Dolgopolov,Schwartzman D.,Querrey S.,R32,,1st Round,,2.18,1.66,,
Brisbane,Brisbane International,Mischa Zverev,Alex De Minaur,Zverev M.,De Minaur A.,R32,,1st Round,,1.45,2.7,,
Brisbane,Brisbane International,Diego Schwartzman,Sam Querrey,Nadal R.,Dolgopolov O.,R32,,1st Round,,1.14,5.34,,
Brisbane,Brisbane International,Stan Wawrinka,Viktor Troicki,Nishikori K.,Donaldson J.,R16,,2nd Round,,1.11,6.37,,
Brisbane,Brisbane International,Kyle Edmund,Lucas Pouille,Thompson J.,Ferrer D.,R16,,2nd Round,,4.46,1.2,,
Brisbane,Brisbane International,Kei Nishikori,Jared Donaldson,Edmund K.,Pouille L.,R16,,2nd Round,,2.51,1.51,,
Brisbane,Brisbane International,Jordan Thompson,David Ferrer,Wawrinka S.,Troicki V.,R16,,2nd Round,,1.31,3.39,,
Brisbane,Brisbane International,Grigor Dimitrov,Nicolas Mahut,Dimitrov G.,Mahut N.,R16,,2nd Round,,1.2,4.39,,
Brisbane,Brisbane International,Dominic Thiem,Sam Groth,Thiem D.,Groth S.,R16,,2nd Round,,1.2,4.4,,
Brisbane,Brisbane International,Rafael Nadal,Mischa Zverev,Raonic M.,Schwartzman D.,R16,,2nd Round,,1.13,5.66,,
Brisbane,Brisbane International,Milos Raonic,Diego Schwartzman,Nadal R.,Zverev M.,R16,,2nd Round,,1.11,6.16,,
Brisbane,Brisbane International,Stan Wawrinka,Kyle Edmund,Wawrinka S.,Edmund K.,QF,,Quarterfinals,,1.3,3.48,,
Brisbane,Brisbane International,Kei Nishikori,Jordan Thompson,Nishikori K.,Thompson J.,QF,,Quarterfinals,,1.15,5.52,,
Brisbane,Brisbane International,Grigor Dimitrov,Dominic Thiem,Dimitrov G.,Thiem D.,QF,,Quarterfinals,,1.68,2.16,,
Brisbane,Brisbane International,Milos Raonic,Rafael Nadal,Raonic M.,Nadal R.,QF,,Quarterfinals,,2.4,1.56,,
Brisbane,Brisbane International,Kei Nishikori,Stan Wawrinka,Nishikori K.,Wawrinka S.,SF,,Semifinals,,1.61,2.3,,
Brisbane,Brisbane International,Grigor Dimitrov,Milos Raonic,Dimitrov G.,Raonic M.,SF,,Semifinals,,2.7,1.45,,
Brisbane,Brisbane International,Grigor Dimitrov,Kei Nishikori,Dimitrov G.,Nishikori K.,F,,The Final,,2.65,1.48,,
Chennai,Chennai Open,Rogerio Dutra Silva,Dusan Lajovic,Darcis S.,Mektic N.,R32,,1st Round,,1.23,4.06,,
Chennai,Chennai Open,Renzo Olivo,Casper Ruud,Sela D.,Dzumhur D.,R32,,1st Round,,2.02,1.77,,
Chennai,Chennai Open,Mikhail Youzhny,Saketh Myneni,Medvedev D.,Monteiro T.,R32,,1st Round,,1.21,4.3,,
Chennai,Chennai Open,Aljaz Bedene,Guillermo Garcia Lopez,Kovalik J.,Elias G.,R32,,1st Round,,1.5,2.55,,
Chennai,Chennai Open,Yuki Bhambri,Ramkumar Ramanathan,Chung H.,Coric B.,R32,,1st Round,,1.74,2.06,,
Chennai,Chennai Open,Benoit Paire,Konstantin Kravchuk,Olivo R.,Ruud C.,R32,,1st Round,,1.85,1.92,,
Chennai,Chennai Open,Hyeon Chung,Borna Coric,Bedene A.,Garcia-Lopez G.,R32,,1st Round,,1.69,2.13,,
Chennai,Chennai Open,Dudi Sela,Damir Dzumhur,Lu Y.H.,Albot R.,R32,,1st Round,,1.26,3.68,,
Chennai,Chennai Open,Steve Darcis,Nikola Mektic,Paire B.,Kravchuk K.,R32,,1st Round,,1.5,2.54,,
Chennai,Chennai Open,Yen Hsun Lu,Radu Albot,Bhambri Y.,Ramanathan R.,R32,,1st Round,,1.44,2.75,,
Chennai,Chennai Open,Daniil Medvedev,Thiago Monteiro,Dutra Silva R.,Lajovic D.,R32,,1st Round,,2.97,1.38,,
Chennai,Chennai Open,Jozef Kovalik,Gastao Elias,Youzhny M.,Myneni S.,R32,,1st Round,,1.4,2.87,,
Chennai,Chennai Open,Roberto Bautista Agut,Rogerio Dutra Silva,Medvedev D.,Lu Y.H.,R16,,2nd Round,,2.37,1.57,,
Chennai,Chennai Open,Mikhail Youzhny,Renzo Olivo,Ramos-Vinolas A.,Darcis S.,R16,,2nd Round,,1.82,1.95,,
Chennai,Chennai Open,Aljaz Bedene,Martin Klizan,Kovalik J.,Cilic M.,R16,,2nd Round,,6.9,1.09,,
Chennai,Chennai Open,Benoit Paire,Yuki Bhambri,Sela D.,Chung H.,R16,,2nd Round,,2.72,1.44,,
Chennai,Chennai Open,Dudi Sela,Hyeon Chung,Youzhny M.,Olivo R.,R16,,2nd Round,,1.32,3.36,,
Chennai,Chennai Open,Albert Ramos,Steve Darcis,Bautista Agut R.,Dutra Silva R.,R16,,2nd Round,,1.12,6.17,,
Chennai,Chennai Open,Daniil Medvedev,Yen Hsun Lu,Paire B.,Bhambri Y.,R16,,2nd Round,,1.48,2.6,,
Chennai,Chennai Open,Jozef Kovalik,Marin Cilic,Bedene A.,Klizan M.,R16,,2nd Round,,1.58,2.34,,
Chennai,Chennai Open,Roberto Bautista Agut,Mikhail Youzhny,Medvedev D.,Kovalik J.,QF,,Quarterfinals,,1.41,2.86,,
Chennai,Chennai Open,Benoit Paire,Aljaz Bedene,Sela D.,Ramos-Vinolas A.,QF,,Quarterfinals,,2.63,1.47,,
Chennai,Chennai Open,Dudi Sela,Albert Ramos,Paire B.,Bedene A.,QF,,Quarterfinals,,1.66,2.19,,
Chennai,Chennai Open,Daniil Medvedev,Jozef Kovalik,Bautista Agut R.,Youzhny M.,QF,,Quarterfinals,,1.24,3.94,,
Chennai,Chennai Open,Roberto Bautista Agut,Benoit Paire,Medvedev D.,Sela D.,SF,,Semifinals,,1.64,2.23,,
Chennai,Chennai Open,Daniil Medvedev,Dudi Sela,Bautista Agut R.,Paire B.,SF,,Semifinals,,1.45,2.71,,
Chennai,Chennai Open,Roberto Bautista Agut,Daniil Medvedev,Bautista Agut R.,Medvedev D.,F,,The Final,,1.29,3.62,,
Doha,Qatar Exxon Mobil Open,Novak Djokovic,Jan Lennard Struff,Brown D.,Bagnis F.,R32,,1st Round,,1.36,3.1,,
Doha,Qatar Exxon Mobil Open,Horacio Zeballos,Florian Mayer,Vesely J.,Yuksel A.,R32,,1st Round,,1.07,8.57,,
Doha,Qatar Exxon Mobil Open,Arthur De Greef,Mohamed Safwat,Almagro N.,Lorenzi P.,R32,,1st Round,,1.68,2.14,,
Doha,Qatar Exxon Mobil Open,Radek Stepanek,Marcos Baghdatis,Djokovic N.,Struff J.L.,R32,,1st Round,,1.03,12.47,,
Doha,Qatar Exxon Mobil Open,David Goffin,Robin Haase,Zeballos H.,Mayer F.,R32,,1st Round,,2.47,1.53,,
Doha,Qatar Exxon Mobil Open,Fernando Verdasco,Vasek Pospisil,Goffin D.,Haase R.,R32,,1st Round,,1.15,5.32,,
Doha,Qatar Exxon Mobil Open,Karen Khachanov,Mubarak Shannan Zayid,Stepanek R.,Baghdatis M.,R32,,1st Round,,2.18,1.65,,
Doha,Qatar Exxon Mobil Open,Ivo Karlovic,Illya Marchenko,De Greef A.,Safwat M.,R32,,1st Round,,2.35,1.56,,
Doha,Qatar Exxon Mobil Open,Jo-Wilfried Tsonga,Andrey Kuznetsov,Verdasco F.,Pospisil V.,R32,,1st Round,,1.8,1.98,,
Doha,Qatar Exxon Mobil Open,Dustin Brown,Facundo Bagnis,Khachanov K.,Zayid M.S.,R32,,1st Round,,1.01,20.94,,
Doha,Qatar Exxon Mobil Open,Jiri Vesely,Anil Yuksel,Kohlschreiber P.,Jaziri M.,R32,,1st Round,,1.39,2.9,,
Doha,Qatar Exxon Mobil Open,Tomas Berdych,Alessandro Giannessi,Melzer G.,Mathieu P.H.,R32,,1st Round,,2.15,1.68,,
Doha,Qatar Exxon Mobil Open,Philipp Kohlschreiber,Malek Jaziri,Tsonga J.W.,Kuznetsov An.,R32,,1st Round,,1.29,3.5,,
Doha,Qatar Exxon Mobil Open,Nicolas Almagro,Paolo Lorenzi,Karlovic I.,Marchenko I.,R32,,1st Round,,1.41,2.82,,
Doha,Qatar Exxon Mobil Open,Gerald Melzer,Paul Henri Mathieu,Murray A.,Chardy J.,R32,,1st Round,,1.04,11.77,,
Doha,Qatar Exxon Mobil Open,Andy Murray,Jeremy Chardy,Berdych T.,Giannessi A.,R32,,1st Round,,1.07,8.1,,
Doha,Qatar Exxon Mobil Open,Novak Djokovic,Horacio Zeballos,Almagro N.,Kohlschreiber P.,R16,,2nd Round,,2.43,1.54,,
Doha,Qatar Exxon Mobil Open,Radek Stepanek,Arthur De Greef,Verdasco F.,Goffin D.,R16,,2nd Round,,3.25,1.33,,
Doha,Qatar Exxon Mobil Open,Fernando Verdasco,David Goffin,Stepanek R.,De Greef A.,R16,,2nd Round,,1.24,3.99,,
Doha,Qatar Exxon Mobil Open,Ivo Karlovic,Karen Khachanov,Berdych T.,Vesely J.,R16,,2nd Round,,1.3,3.44,,
Doha,Qatar Exxon Mobil Open,Jo-Wilfried Tsonga,Dustin Brown,Djokovic N.,Zeballos H.,R16,,2nd Round,,1.02,16.32,,
Doha,Qatar Exxon Mobil Open,Tomas Berdych,Jiri Vesely,Murray A.,Melzer G.,R16,,2nd Round,,1.01,17.24,,
Doha,Qatar Exxon Mobil Open,Nicolas Almagro,Philipp Kohlschreiber,Karlovic I.,Khachanov K.,R16,,2nd Round,,1.62,2.25,,
Doha,Qatar Exxon Mobil Open,Andy Murray,Gerald Melzer,Tsonga J.W.,Brown D.,R16,,2nd Round,,1.17,4.88,,
Doha,Qatar Exxon Mobil Open,Novak Djokovic,Radek Stepanek,Verdasco F.,Karlovic I.,QF,,Quarterfinals,,1.77,2.02,,
Doha,Qatar Exxon Mobil Open,Fernando Verdasco,Ivo Karlovic,Djokovic N.,Stepanek R.,QF,,Quarterfinals,,1.02,15.26,,
Doha,Qatar Exxon Mobil Open,Tomas Berdych,Jo-Wilfried Tsonga,Murray A.,Almagro N.,QF,,Quarterfinals,,1.05,10.56,,
Doha,Qatar Exxon Mobil Open,Andy Murray,Nicolas Almagro,Berdych T.,Tsonga J.W.,QF,,Quarterfinals,,2.22,1.64,,
Doha,Qatar Exxon Mobil Open,Novak Djokovic,Fernando Verdasco,Djokovic N.,Verdasco F.,SF,,Semifinals,,1.09,7.57,,
Doha,Qatar Exxon Mobil Open,Andy Murray,Tomas Berdych,Murray A.,Berdych T.,SF,,Semifinals,,1.14,5.45,,
Doha,Qatar Exxon Mobil Open,Novak Djokovic,Andy Murray,Djokovic N.,Murray A.,F,,The Final,,2.21,1.66,,
Auckland,ASB Classic,Malek Jaziri,Diego Schwartzman,Johnson S.,Robert S.,R32,,1st Round,,1.33,3.24,,
Auckland,ASB Classic,Yen Hsun Lu,Karen Khachanov,Haase R.,Tearney F.,R32,,1st Round,,1.14,5.5,,
Auckland,ASB Classic,Steve Johnson,Stephane Robert,Vesely J.,Zeballos H.,R32,,1st Round,,1.41,2.82,,
Auckland,ASB Classic,Ryan Harrison,Guillermo Garcia Lopez,Jaziri M.,Schwartzman D.,R32,,1st Round,,2.56,1.49,,
Auckland,ASB Classic,Jeremy Chardy,Artem Sitak,Lopez F.,Venus M.,R32,,1st Round,,1.04,10.72,,
Auckland,ASB Classic,Feliciano Lopez,Michael Venus,Brown D.,Mmoh M.,R32,,1st Round,,1.89,1.89,,
Auckland,ASB Classic,Joao Sousa,Albert Ramos,Klein B.,Bagnis F.,R32,,1st Round,,2.02,1.76,,
Auckland,ASB Classic,Brydan Klein,Facundo Bagnis,Harrison R.,Garcia-Lopez G.,R32,,1st Round,,1.43,2.75,,
Auckland,ASB Classic,Robin Haase,Finn Tearney,Sousa J.,Ramos-Vinolas A.,R32,,1st Round,,2.14,1.68,,
Auckland,ASB Classic,Marcos Baghdatis,Adrian Mannarino,Lu Y.H.,Khachanov K.,R32,,1st Round,,2.03,1.76,,
Auckland,ASB Classic,Dustin Brown,Michael Mmoh,Baghdatis M.,Mannarino A.,R32,,1st Round,,2.22,1.64,,
Auckland,ASB Classic,Jiri Vesely,Horacio Zeballos,Chardy J.,Sitak A.,R32,,1st Round,,1.06,8.96,,
Auckland,ASB Classic,John Isner,Malek Jaziri,Haase R.,Ferrer D.,R16,,2nd Round,,4.12,1.23,,
Auckland,ASB Classic,Steve Johnson,Yen Hsun Lu,Sousa J.,Klein B.,R16,,2nd Round,,1.26,3.74,,
Auckland,ASB Classic,Jack Sock,Ryan Harrison,Johnson S.,Lu Y.H.,R16,,2nd Round,,1.76,2.03,,
Auckland,ASB Classic,Jeremy Chardy,Feliciano Lopez,Isner J.,Jaziri M.,R16,,2nd Round,,1.21,4.29,,
Auckland,ASB Classic,Joao Sousa,Brydan Klein,Vesely J.,Statham J.,R16,,2nd Round,,1.05,10.28,,
Auckland,ASB Classic,Robin Haase,David Ferrer,Baghdatis M.,Brown D.,R16,,2nd Round,,1.48,2.65,,
Auckland,ASB Classic,Marcos Baghdatis,Dustin Brown,Chardy J.,Lopez F.,R16,,2nd Round,,2.13,1.7,,
Auckland,ASB Classic,Jiri Vesely,Jose Rubin Statham,Sock J.,Harrison R.,R16,,2nd Round,,1.4,2.86,,
Auckland,ASB Classic,Steve Johnson,John Isner,Sousa J.,Haase R.,QF,,Quarterfinals,,1.64,2.24,,
Auckland,ASB Classic,Jack Sock,Jeremy Chardy,Johnson S.,Isner J.,QF,,Quarterfinals,,2.3,1.61,,
Auckland,ASB Classic,Joao Sousa,Robin Haase,Baghdatis M.,Vesely J.,QF,,Quarterfinals,,1.7,2.13,,
Auckland,ASB Classic,Marcos Baghdatis,Jiri Vesely,Sock J.,Chardy J.,QF,,Quarterfinals,,1.37,3.04,,
Auckland,ASB Classic,Jack Sock,Steve Johnson,Sousa J.,Baghdatis M.,SF,,Semifinals,,2.09,1.73,,
Auckland,ASB Classic,Joao Sousa,Marcos Baghdatis,Sock J.,Johnson S.,SF,,Semifinals,,1.56,2.4,,
Auckland,ASB Classic,Jack Sock,Joao Sousa,Sock J.,Sousa J.,F,,The Final,,1.4,2.93,,
Sydney,Apia International,Gilles Muller,Viktor Troicki,Mahut N.,Bellucci T.,SF,,1st Round,,1.65,2.19,,
Sydney,Apia International,Daniel Evans,Andrey Kuznetsov,Barton M.,Edmund K.,SF,,1st Round,,3.57,1.28,,
Sydney,Apia International,Nicolas Mahut,Thomaz Bellucci,Evans D.,Monteiro T.,R32,,1st Round,,1.43,2.78,,
Sydney,Apia International,Matthew Barton,Kyle Edmund,Elias G.,O'Connell C.,R32,,1st Round,,1.63,2.25,,
Sydney,Apia International,Gilles Muller,Alexandr Dolgopolov,Lorenzi P.,Mayer F.,R32,,1st Round,,2.05,1.75,,
Sydney,Apia International,Paolo Lorenzi,Florian Mayer,Kohlschreiber P.,Fognini F.,R32,,1st Round,,1.58,2.32,,
Sydney,Apia International,Jordan Thompson,Nikoloz Basilashvili,De Minaur A.,Paire B.,R32,,1st Round,,2.43,1.54,,
Sydney,Apia International,Philipp Kohlschreiber,Fabio Fognini,Kuznetsov An.,Klizan M.,R32,,1st Round,,1.43,2.75,,
Sydney,Apia International,Andrey Kuznetsov,Martin Klizan,Zverev M.,Almagro N.,R32,,1st Round,,1.83,1.94,,
Sydney,Apia International,Alex De Minaur,Benoit Paire,Muller G.,Dolgopolov O.,R32,,1st Round,,1.57,2.37,,
Sydney,Apia International,Mischa Zverev,Nicolas Almagro,Granollers M.,Giraldo S.,R32,,1st Round,,1.62,2.25,,
Sydney,Apia International,Marcel Granollers,Santiago Giraldo,Thompson J.,Basilashvili N.,R32,,1st Round,,1.5,2.53,,
Sydney,Apia International,Daniel Evans,Thiago Monteiro,Cuevas P.,Mahut N.,R32,,2nd Round,,2.23,1.64,,
Sydney,Apia International,Gastao Elias,Christopher O'Connell,Muller G.,Barton M.,R32,,2nd Round,,1.3,3.43,,
Sydney,Apia International,Pablo Cuevas,Nicolas Mahut,Carreno Busta P.,Zverev M.,R16,,2nd Round,,1.94,1.83,,
Sydney,Apia International,Gilles Muller,Matthew Barton,Kohlschreiber P.,Thompson J.,R16,,2nd Round,,1.52,2.5,,
Sydney,Apia International,Viktor Troicki,Paolo Lorenzi,Evans D.,Granollers M.,R16,,2nd Round,,1.99,1.8,,
Sydney,Apia International,Philipp Kohlschreiber,Jordan Thompson,Troicki V.,Lorenzi P.,R16,,2nd Round,,1.33,3.27,,
Sydney,Apia International,Andrey Kuznetsov,Alex De Minaur,Kuznetsov An.,De Minaur A.,R16,,2nd Round,,1.32,3.27,,
Sydney,Apia International,Pablo Carreno Busta,Mischa Zverev,Thiem D.,Elias G.,R16,,2nd Round,,1.14,5.53,,
Sydney,Apia International,Daniel Evans,Marcel Granollers,Muller G.,Cuevas P.,R16,,Quarterfinals,,1.62,2.27,,
Sydney,Apia International,Dominic Thiem,Gastao Elias,Troicki V.,Kohlschreiber P.,R16,,Quarterfinals,,1.75,2.05,,
Sydney,Apia International,Gilles Muller,Pablo Cuevas,Kuznetsov An.,Carreno Busta P.,QF,,Quarterfinals,,2.05,1.76,,
Sydney,Apia International,Viktor Troicki,Philipp Kohlschreiber,Evans D.,Thiem D.,QF,,Quarterfinals,,3.87,1.25,,
Sydney,Apia International,Andrey Kuznetsov,Pablo Carreno Busta,Muller G.,Troicki V.,QF,,Semifinals,,2.26,1.63,,
Sydney,Apia International,Daniel Evans,Dominic Thiem,Evans D.,Kuznetsov An.,QF,,Semifinals,,2.39,1.57,,
Sydney,Apia International,Gilles Muller,Daniel Evans,Muller G.,Evans D.,F,,The Final,,1.52,2.54,,
Australian Open,Australian Open,Andy Murray,Illya Marchenko,De Minaur A.,Melzer G.,R128,,1st Round,,2.45,1.54,,
Australian Open,Australian Open,Andrey Rublev,Yen Hsun Lu,Chardy J.,Almagro N.,R128,,1st Round,,1.81,1.97,,
Australian Open,Australian Open,Alex De Minaur,Gerald Melzer,Troicki V.,Dzumhur D.,R128,,1st Round,,1.22,4.25,,
Australian Open,Australian Open,Sam Querrey,Quentin Halys,Estrella Burgos V.,Bedene A.,R128,,1st Round,,5.07,1.16,,
Australian Open,Australian Open,John Isner,Konstantin Kravchuk,Harrison R.,Mahut N.,R128,,1st Round,,1.68,2.15,,
Australian Open,Australian Open,Mischa Zverev,Guillermo Garcia Lopez,Nishikori K.,Kuznetsov An.,R128,,1st Round,,1.09,7.23,,
Australian Open,Australian Open,Malek Jaziri,Go Soeda,Zverev M.,Garcia-Lopez G.,R128,,1st Round,,1.29,3.51,,
Australian Open,Australian Open,Alexander Bublik,Lucas Pouille,Querrey S.,Halys Q.,R128,,1st Round,,1.36,3.1,,
Australian Open,Australian Open,Tomas Berdych,Luca Vanni,Berdych T.,Vanni L.,R128,,1st Round,,1.04,11.34,,
Australian Open,Australian Open,Ryan Harrison,Nicolas Mahut,Tomic B.,Bellucci T.,R128,,1st Round,,1.39,2.97,,
Australian Open,Australian Open,Noah Rubin,Bjorn Fratangelo,Rublev A.,Lu Y.H.,R128,,1st Round,,3.01,1.38,,
Australian Open,Australian Open,Roger Federer,Jurgen Melzer,Isner J.,Kravchuk K.,R128,,1st Round,,1.1,6.71,,
Australian Open,Australian Open,Lukas Lacko,Albert Ramos,Cilic M.,Janowicz J.,R128,,1st Round,,1.1,6.78,,
Australian Open,Australian Open,Dudi Sela,Marcel Granollers,Jaziri M.,Soeda G.,R128,,1st Round,,1.57,2.37,,
Australian Open,Australian Open,Jeremy Chardy,Nicolas Almagro,Murray A.,Marchenko I.,R128,,1st Round,,1.01,22.91,,
Australian Open,Australian Open,Kei Nishikori,Andrey Kuznetsov,Lajovic D.,Robert S.,R128,,1st Round,,2.01,1.79,,
Australian Open,Australian Open,Stan Wawrinka,Martin Klizan,Schwartzman D.,Cuevas P.,R128,,1st Round,,2.02,1.77,,
Australian Open,Australian Open,Steve Johnson,Federico Delbonis,Lacko L.,Ramos-Vinolas A.,R128,,1st Round,,2.17,1.67,,
Australian Open,Australian Open,Paolo Lorenzi,James Duckworth,Khachanov K.,Mannarino A.,R128,,1st Round,,1.7,2.12,,
Australian Open,Australian Open,Viktor Troicki,Damir Dzumhur,Lorenzi P.,Duckworth J.,R128,,1st Round,,2.17,1.67,,
Australian Open,Australian Open,Diego Schwartzman,Pablo Cuevas,Seppi A.,Mathieu P.H.,R128,,1st Round,,1.36,3.13,,
Australian Open,Australian Open,Steve Darcis,Sam Groth,Rubin N.,Fratangelo B.,R128,,1st Round,,2.31,1.6,,
Australian Open,Australian Open,Andreas Seppi,Paul Henri Mathieu,Bublik A.,Pouille L.,R128,,1st Round,,3.96,1.25,,
Australian Open,Australian Open,Nick Kyrgios,Gastao Elias,Sela D.,Granollers M.,R128,,1st Round,,1.98,1.8,,
Australian Open,Australian Open,Jo-Wilfried Tsonga,Thiago Monteiro,Evans D.,Bagnis F.,R128,,1st Round,,1.28,3.61,,
Australian Open,Australian Open,Dusan Lajovic,Stephane Robert,Tsonga J.W.,Monteiro T.,R128,,1st Round,,1.02,14.21,,
Australian Open,Australian Open,Karen Khachanov,Adrian Mannarino,Sock J.,Herbert P.H.,R128,,1st Round,,1.2,4.43,,
Australian Open,Australian Open,Jack Sock,Pierre Hugues Herbert,Johnson S.,Delbonis F.,R128,,1st Round,,1.26,3.8,,
Australian Open,Australian Open,Bernard Tomic,Thomaz Bellucci,Kyrgios N.,Elias G.,R128,,1st Round,,1.07,8.06,,
Australian Open,Australian Open,Victor Estrella,Aljaz Bedene,Wawrinka S.,Klizan M.,R128,,1st Round,,1.05,10.2,,
Australian Open,Australian Open,Daniel Evans,Facundo Bagnis,Darcis S.,Groth S.,R128,,1st Round,,1.57,2.35,,
Australian Open,Australian Open,Marin Cilic,Jerzy Janowicz,Federer R.,Melzer J.,R128,,1st Round,,1.04,11.25,,
Australian Open,Australian Open,Gael Monfils,Jiri Vesely,Kohlschreiber P.,Basilashvili N.,R128,,1st Round,,1.22,4.23,,
Australian Open,Australian Open,Alexandr Dolgopolov,Borna Coric,Dutra Silva R.,Donaldson J.,R128,,1st Round,,4.02,1.23,,
Australian Open,Australian Open,Donald Young,Thomas Fabbiano,Young D.,Fabbiano T.,R128,,1st Round,,1.5,2.57,,
Australian Open,Australian Open,Philipp Kohlschreiber,Nikoloz Basilashvili,Simon G.,Mmoh M.,R128,,1st Round,,1.17,4.87,,
Australian Open,Australian Open,Alexander Zverev,Robin Haase,Zverev A.,Haase R.,R128,,1st Round,,1.11,6.41,,
Australian Open,Australian Open,Frances Tiafoe,Mikhail Kukushkin,Berlocq C.,Albot R.,R128,,1st Round,,1.89,1.88,,
Australian Open,Australian Open,Marcos Baghdatis,Mikhail Youzhny,Nishioka Y.,Bolt A.,R128,,1st Round,,1.53,2.48,,
Australian Open,Australian Open,Rafael Nadal,Florian Mayer,Raonic M.,Brown D.,R128,,1st Round,,1.04,10.88,,
Australian Open,Australian Open,Roberto Bautista Agut,Guido Pella,Goffin D.,Opelka R.,R128,,1st Round,,1.14,5.48,,
Australian Open,Australian Open,Yoshihito Nishioka,Alex Bolt,Tiafoe F.,Kukushkin M.,R128,,1st Round,,1.54,2.45,,
Australian Open,Australian Open,Ernesto Escobedo,Daniil Medvedev,Carreno Busta P.,Polansky P.,R128,,1st Round,,1.22,4.24,,
Australian Open,Australian Open,David Ferrer,Omar Jasika,Nadal R.,Mayer F.,R128,,1st Round,,1.04,11.02,,
Australian Open,Australian Open,Gilles Simon,Michael Mmoh,Edmund K.,Giraldo S.,R128,,1st Round,,1.29,3.49,,
Australian Open,Australian Open,Rogerio Dutra Silva,Jared Donaldson,Baghdatis M.,Youzhny M.,R128,,1st Round,,1.6,2.31,,
Australian Open,Australian Open,Gilles Muller,Taylor Fritz,Thiem D.,Struff J.L.,R128,,1st Round,,1.29,3.51,,
Australian Open,Australian Open,Milos Raonic,Dustin Brown,Muller G.,Fritz T.,R128,,1st Round,,1.35,3.14,,
Australian Open,Australian Open,Dominic Thiem,Jan Lennard Struff,Whittington A.,Pavlasek A.,R128,,1st Round,,2.79,1.43,,
Australian Open,Australian Open,Jordan Thompson,Joao Sousa,Bautista Agut R.,Pella G.,R128,,1st Round,,1.08,7.88,,
Australian Open,Australian Open,Benoit Paire,Tommy Haas,Gasquet R.,Mott B.,R128,,1st Round,,1.02,14.26,,
Australian Open,Australian Open,Fabio Fognini,Feliciano Lopez,Dolgopolov O.,Coric B.,R128,,1st Round,,1.84,1.94,,
Australian Open,Australian Open,Ivo Karlovic,Horacio Zeballos,Thompson J.,Sousa J.,R128,,1st Round,,2.48,1.52,,
