"","tourney_country","home_advan","tourney_name","surface","hard","clay","grass","tourney_level","gs_or_lower","X.3","winner_hand","winner_ioc","winner_age","X.4","loser_hand","loser_ioc","loser_age","left_hand_advan","score","round","round_no","minutes","w_fatigue","l_fatigue","w_SvGms","w_bpSaved","w_bpFaced","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_1stin_pc","w_svptWon_pc","w_rtnsvWon_pc","w_sgWon_pc","w_rtngWon_pc","w_avg_1stin_pc","w_avg_svptWon_pc","w_avg_rtnsvWon_pc","w_avg_sgWon_pc","w_avg_rtngWon_pc","w_avg_1stin_os_pc","w_avg_svptWon_os_pc","w_avg_rtnsvWon_os_pc","w_avg_sgWon_os_pc","w_avg_rtngWon_os_pc","w_avg_1stin_hth_pc","w_avg_svptWon_hth_pc","w_avg_rtnsvWon_hth_pc","w_avg_sgWon_hth_pc","w_avg_rtngWon_hth_pc","w_avg_1stin_hth_os_pc","w_avg_svptWon_hth_os_pc","w_avg_rtnsvWon_hth_os_pc","w_avg_sgWon_hth_os_pc","w_avg_rtngWon_hth_os_pc","l_SvGms","l_bpSaved","l_bpFaced","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_1stin_pc","l_svptWon_pc","l_rtnsvWon_pc","l_sgWon_pc","l_rtngWon_pc","l_avg_1stin_pc","l_avg_svptWon_pc","l_avg_rtnsvWon_pc","l_avg_sgWon_pc","l_avg_rtngWon_pc","l_avg_1stin_os_pc","l_avg_svptWon_os_pc","l_avg_rtnsvWon_os_pc","l_avg_sgWon_os_pc","l_avg_rtngWon_os_pc","l_avg_1stin_hth_pc","l_avg_svptWon_hth_pc","l_avg_rtnsvWon_hth_pc","l_avg_sgWon_hth_pc","l_avg_rtngWon_hth_pc","l_avg_1stin_hth_os_pc","l_avg_svptWon_hth_os_pc","l_avg_rtnsvWon_hth_os_pc","l_avg_sgWon_hth_os_pc","l_avg_rtngWon_hth_os_pc","winner_rank","winner_rank_points","loser_rank","loser_rank_points","w_hth","l_hth","w_hth_os","l_hth_os","w_mw_pc","w_mw_os_pc","l_mw_pc","l_mw_os_pc","win_lose","w_mplayed","l_mplayed","w_mplayed_os","l_mplayed_os","hth_mplayed","hth_mplayed_os","w_co_avg_svptWon_pc","w_co_avg_rtnsvWon_pc","w_co_avg_sgWon_pc","w_co_avg_rtngWon_pc","w_tbwon_pc","l_tbwon_pc","w_tbplayed","l_tbplayed","set1","set2","set3","set4","set5","l_co_avg_svptWon_pc","l_co_avg_rtnsvWon_pc","l_co_avg_sgWon_pc","l_co_avg_rtngWon_pc","w_co_mw_pc","l_co_mw_pc","w_co_mplayed","l_co_mplayed","w_co_avg_svptWon_os_pc","w_co_avg_rtnsvWon_os_pc","w_co_avg_sgWon_os_pc","w_co_avg_rtngWon_os_pc","l_co_avg_svptWon_os_pc","l_co_avg_rtnsvWon_os_pc","l_co_avg_sgWon_os_pc","l_co_avg_rtngWon_os_pc","w_co_mw_os_pc","l_co_mw_os_pc","w_co_mplayed_os","l_co_mplayed_os","Avgoddsw","Averoddsl","AS_home_advan","AS_sur_hard","AS_sur_clay","AS_sur_grass","AS_tournie_level","AS_left_hand_advan","AS_age","AS_fatigue","AS_rank_points","AS_serve.returnpt","AS_return.servept","AS_serve.returng","AS_return.serveg","AS_serve.returnpt_os","AS_return.servept_os","AS_serve.returng_os","AS_return.serveg_os","AS_serve.returnpt_hth","AS_return.servept_hth","AS_serve.returng_hth","AS_return.serveg_hth","AS_serve.returnpt_hth_os","AS_return.servept_hth_os","AS_serve.returng_hth_os","AS_return.serveg_hth_os","AS_serve.returnpt_co","AS_return.servept_co","AS_serve.returng_co","AS_return.serveg_co","AS_serve.returnpt_co_os","AS_return.servept_co_os","AS_serve.returng_co_os","AS_return.serveg_co_os","AS_matchw","AS_matchw_os","AS_hth_matchw","AS_hth_matchw_os","AS_matchw_co","AS_matchw_co_os","AS_tbw","AS_odds","AS_win_lose","AS_win_lose_binary","surface.LR.","AS_rank"
"236","QAT",0,"Doha","Hard",1,0,0,"A",0,"Novak Djokovic","R","SRB",29.61806982,"Fernando Verdasco","L","ESP",33.13347023,-1,"4-6 7-6(7) 6-3","SF",2,142,248,259,15,4,7,93,57,45,15,0.612903226,0.64516129,0.405940594,0.8,0.25,NA,0.697889549,0.443999586,0.88900933,0.369283458,NA,0.69895051,0.45280818,0.885709234,0.387463555,NA,0.752854988,0.454737336,1,0.316666667,NA,0.752854988,0.454737336,1,0.316666667,16,3,7,101,70,44,16,0.693069307,0.594059406,0.35483871,0.75,0.2,NA,0.652245883,0.366442184,0.814706465,0.220260925,NA,0.642181155,0.347687629,0.792193963,0.182451798,NA,0.545262665,0.247145012,0.683333334,0,NA,0.545262665,0.247145012,0.683333334,0,2,11780,42,1035,1,0,1,0,0.917197452,0.919642857,0.504761905,0.462962963,"W",157,105,112,54,2,2,0.716226693,0.42992628,0.913952824,0.345232191,0.725490196,0.50877193,51,57,"4-6","7-6(7)","6-3","","",0.649130116,0.335146567,0.812720009,0.169562228,0.891145833,0.390625,94,49,0.725206445,0.436515439,0.904871326,0.365688951,0.648390298,0.333355855,0.793089101,0.166061834,0.878571429,0.383333333,53,25,1.09,7.57,0,1,0,0,0,-1,-3.51540041,-11,10745,0.655706794565713,0.405018400126222,0.801436192841933,0.31189746705302,0.66780531298793,0.413527479699152,0.829190737600321,0.328454275150052,0.752854988,0.454737335545263,1,0.316666666683333,0.752854988,0.454737335545263,1,0.316666666683333,0.681229702379914,0.398427998382394,0.843507270446299,0.29814027815656,0.685086220244194,0.402353332748576,0.844937256401697,0.315581530361951,0.645023676299069,0.665151877488842,1,1,0.695245834947159,0.696226415381417,0.587792642030725,1.09,"W",1,"Hard",40
"237","USA",1,"Indian Wells Masters","Hard",1,0,0,"A",0,"Adrian Mannarino","L","FRA",30.67761807,"Tennys Sandgren","R","USA",27.61670089,-1,"6-2 6-7(5) 6-1","R128",7,146,0,0,14,5,6,95,51,36,28,0.536842105,0.673684211,0.445652174,0.928571429,0.384615385,NA,0.62808765560177,0.368746267982301,0.768563557123894,0.230326891707965,NA,0.639036771813333,0.373841187333333,0.788262279093333,0.242206906906667,NA,0,0,0,0,NA,0,0,0,0,13,7,12,92,52,35,16,0.565217391,0.554347826,0.326315789,0.615384615,0.071428571,NA,0.645013036784314,0.335854019745098,0.790718724509804,0.169892635117647,NA,0.66350244583871,0.344611588258064,0.828184691774194,0.17200289516129,NA,0,0,0,0,NA,0,0,0,0,52,920,84,663,0,0,0,0,0.504424778761062,0.506666666666667,0.392156862745098,0.451612903225806,"L",113,51,75,31,0,0,0.612573545319048,0.360152972819048,0.75604604825873,0.222696104347619,0.543478260869565,0.424242424242424,46,33,"6-2","6-7(5)","6-1","","",0.645072769071429,0.32246083102381,0.804487478761905,0.148792372285714,0.371428571428571,0.285714285714286,35,25,0.633734969217949,0.373814977884615,0.809192516833333,0.261030689346154,0.672616094615385,0.331372593769231,0.849173337961538,0.158620516884615,0.519230769230769,0.461538461538462,20,15,1.81,2.01,1,1,0,0,0,-1,-3.06091718,0,-257,0.636258561328625,0.348417366252209,0.774420566476591,0.181034167095058,0.639616829584057,0.350340225477579,0.773721218285756,0.179120205306625,0,0,0,0,0,0,0,0,0.641719309593359,0.344865214779622,0.783197368017247,0.164440820490564,0.642771523410955,0.34335301729848,0.764880433753093,0.163895826320151,0.437391136055738,0.471274685816876,0,0,0.434782608695652,0.470588235294118,0.438393464942137,2.01,"L",0,"Hard",-32
"238","CHN",0,"Chengdu","Hard",1,0,0,"A",0,"Joao Sousa","R","POR",30.48323066,"Felix Auger Aliassime","R","CAN",19.12388775,0,"6-4 6-7(5) 6-4","R16",4,129,114,0,16,0,0,89,61,52,18,0.685393258,0.786516854,0.295918367,1,0.125,NA,0.625159119735849,0.359076933962264,0.753745315801887,0.207238326462264,NA,0.631346107017544,0.353001819842105,0.766281380561403,0.188840816842105,NA,0,0,0,0,NA,0,0,0,0,16,4,6,98,74,58,11,0.755102041,0.704081633,0.213483146,0.875,0,NA,0.646634012596774,0.357954150419355,0.793565576903226,0.204815357806452,NA,0.643816445846154,0.352958904538462,0.793027146307692,0.205145737230769,NA,0,0,0,0,NA,0,0,0,0,62,961,20,1725,0,0,0,0,0.471698113207547,0.456140350877193,0.564516129032258,0.5,"L",106,62,57,26,0,0,0.625486286396552,0.352501139902299,0.754346081586207,0.188585479844828,0.466666666666667,0.71875,45,32,"6-4","6-7(5)","6-4","","",0.633677189298851,0.364228202775862,0.761198461356322,0.212064413178161,0.477011494252874,0.568965517241379,38,37,0.619083935615385,0.316089609538462,0.758483258769231,0.133564426692308,0.631124325846154,0.355049053653846,0.759637864038462,0.200203626730769,0.307692307692308,0.423076923076923,16,15,2.03,1.78,0,1,0,0,0,0,-11.35934291,-114,764,0.642962090458677,0.364102653565895,0.792928139303448,0.21366968565011,0.645871437158735,0.358586922137579,0.807671882646715,0.21117975139197,0,0,0,0,0,0,0,0,0.642558420252612,0.368013408675491,0.801443810887841,0.219435130647942,0.666295439994647,0.364476983702394,0.850465646944286,0.208831089439962,0.544787077826725,0.522935779816514,0,0,0.543956043956044,0.578947368421053,0.606326889279438,1.78,"L",0,"Hard",42
"239","USA",0,"Indian Wells Masters","Hard",1,0,0,"A",0,"Philipp Kohlschreiber","R","GER",35.38124572,"Nick Kyrgios","R","AUS",23.85215606,0,"6-4 6-4","R64",6,74,69,0,10,5,5,60,38,31,13,0.633333333,0.733333333,0.359375,1,0.2,NA,0.663756771977778,0.355033359444444,0.830079665144444,0.212299839,NA,0.658846659422222,0.341854899288889,0.828762023911111,0.196196756066667,NA,0.682352941,0.268041237,0.866666667,0,NA,0,0,0,0,10,2,4,64,47,33,8,0.734375,0.640625,0.266666667,0.8,0,NA,0.705375284652778,0.322265151333333,0.891062465847222,0.163758983527778,NA,0.709630017351851,0.330804935166667,0.899575961796296,0.174337203648148,NA,0.731958763,0.317647059,1,0.133333333,NA,0,0,0,0,39,1160,33,1205,0,1,0,0,0.544444444444444,0.511111111111111,0.680555555555556,0.703703703703704,"L",90,72,45,54,1,0,0.647691684096774,0.357339312188172,0.805625168516129,0.227276614532258,0.5,0.614035087719298,42,57,"6-4","6-4","","","",0.703013519217742,0.30915965608871,0.875877547615591,0.157013880431183,0.456989247311828,0.6,46,47,0.649257268145833,0.346604160604167,0.825160087479167,0.221665550666667,0.69406516021875,0.2973112214375,0.88842349496875,0.134983550689583,0.4375,0.610416666666667,20,26,2.51,1.53,0,1,0,0,0,0,-11.52908966,-69,45,0.665191941407926,0.32683365725901,0.807588279872044,0.16477421535836,0.674883686985222,0.334264034914314,0.820951231155581,0.173798562353941,0.731958763,0.317647059,1,0.133333333,0,0,0,0,0.662999615218287,0.323101032631443,0.793975654236985,0.163107740749645,0.666941117923908,0.314093723496302,0.800317324508157,0.140586830265348,0.555555555555556,0.579268292682927,1,0,0.5676500508647,0.582504970178926,0.551181102362205,1.53,"L",0,"Hard",6
"240","USA",0,"Cincinnati Masters","Hard",1,0,0,"M",1,"Grigor Dimitrov","R","BUL",26.2477755,"Juan Martin del Potro","R","ARG",28.88980151,0,"6-3 7-5","R16",4,99,91,215,11,4,5,72,48,35,13,0.666666667,0.666666667,0.409836066,0.909090909,0.3,NA,0.670840861,0.37732978,0.83757359,0.229784673,NA,0.673853422,0.381830061,0.84718749,0.235111882,NA,0.588929945,0.290204678,0.665112665,0.111888112,NA,0.575342466,0.333333333,0.636363636,0.181818182,10,3,6,61,29,21,15,0.475409836,0.590163934,0.333333333,0.7,0.090909091,NA,0.67594457,0.37148887,0.851637353,0.235299958,NA,0.679050723,0.368617302,0.864221944,0.238743126,NA,0.709795322,0.411070055,0.888111888,0.334887335,NA,0.666666667,0.424657534,0.818181818,0.363636364,11,3070,30,1370,0,1,0,1,0.62295082,0.67032967,0.655737705,0.675675676,"W",122,61,91,37,3,1,0.664594777,0.369859525,0.828864229,0.215096364,0.614035088,0.576923077,57,26,"6-3","7-5","","","",0.671048002,0.381052562,0.848960981,0.260893995,0.630555556,0.677777778,50,41,0.67392868,0.366718153,0.847556058,0.211308894,0.678296711,0.374687237,0.865434795,0.246908713,0.626984127,0.666666667,27,26,2.22,1.65,0,1,0,0,1,0,-2.64202601,-124,1700,0.643597549842891,0.358244535243833,0.780682487289732,0.212483810645077,0.646400331909944,0.359917972649413,0.780148821220821,0.21386759548323,0.588929945,0.290204678,0.665112665,0.111888112,0.575342466,0.333333333,0.636363636,0.181818182,0.63558214343622,0.355324094990428,0.760594607818257,0.202147341974318,0.642684007627933,0.350921470720822,0.774402320163853,0.196248091499146,0.48717948727975,0.498014121557583,0,0,0.48195329096461,0.484662576568557,0.515580736624783,2.22,"W",1,"Hard",19
"241","CAN",0,"Canada Masters","Hard",1,0,0,"A",0,"Karen Khachanov","R","RUS",23.20602327,"Alexander Zverev","R","GER",22.29158111,0,"6-3 6-3","QF",3,74,301,264,9,2,2,51,33,27,11,0.647058824,0.745098039,0.433962264,1,0.333333333,NA,0.6657229862,0.364057428972727,0.835902752454546,0.217495583072727,NA,0.677152658236111,0.367456533680556,0.847017658180555,0.221103877986111,NA,0.655109081666667,0.397745494666667,0.822330447333333,0.349747474666667,NA,0.669330289,0.4255656105,0.8376623375,0.4204545455,9,5,8,53,34,24,6,0.641509434,0.566037736,0.254901961,0.666666667,0,NA,0.661602707081482,0.395674911037037,0.819690232622222,0.274451549066667,NA,0.666411990518987,0.383411421822785,0.830259643405063,0.250389105101266,NA,0.602254505333333,0.344890918333333,0.650252525333333,0.177669552666667,NA,0.5744343895,0.330669711,0.5795454545,0.1623376625,8,2890,7,4005,0.333333333333333,0.666666666666667,0.5,0.5,0.581818181818182,0.583333333333333,0.688888888888889,0.670886075949367,"W",110,135,72,79,3,2,0.667107071877193,0.365904619972368,0.839171835583333,0.226089064761842,0.451612903225806,0.607843137254902,62,51,"6-3","6-3","","","",0.661509442380702,0.40729443809386,0.827286852793421,0.295175644287281,0.618421052631579,0.707456140350877,64,69,0.677986371840909,0.36103752305303,0.857238359234848,0.213418629825758,0.663346285537879,0.397115305670455,0.841250831132576,0.259093082022727,0.590909090909091,0.700757575757576,28,37,2.07,1.77,0,1,0,0,0,0,0.91444216,37,-1115,0.62721340218684,0.354949379599838,0.752825248039602,0.209697799354302,0.638483492858354,0.355419016131721,0.771835646107674,0.210302025405584,0.655109081666667,0.397745494666667,0.822330447333333,0.349747474666667,0.669330289,0.4255656105,0.8376623375,0.4204545455,0.620910400521651,0.356141339095888,0.739783752751891,0.21463283998989,0.630625350162513,0.352443605634157,0.76790666960804,0.202355939681645,0.457869634340223,0.465096719932717,0.333333333333333,0.5,0.466424082037711,0.457478005865103,0.426268656716418,2.07,"W",1,"Hard",-1
"242","CHN",0,"Shanghai Masters","Hard",1,0,0,"A",0,"Andrey Rublev","R","RUS",21.96303901,"Borna Coric","R","CRO",22.89390828,0,"6-4 7-6(4)","R64",6,95,0,0,11,0,1,60,38,34,14,0.633333333,0.8,0.361445783,0.909090909,0.181818182,NA,0.6287849073375,0.3851564753125,0.77718904755,0.237462934325,NA,0.627910159723077,0.387008869215385,0.779337035353846,0.244685482923077,NA,0.671641791,0.435483871,0.909090909,0.3,NA,0.671641791,0.435483871,0.909090909,0.3,11,11,13,83,54,40,13,0.65060241,0.638554217,0.2,0.818181818,0.090909091,NA,0.669959430785714,0.374443264285714,0.831782002918367,0.242306227602041,NA,0.666125992046154,0.367672452046154,0.823154903369231,0.231571545123077,NA,0.564516129,0.328358209,0.7,0.090909091,NA,0.564516129,0.328358209,0.7,0.090909091,33,1261,15,2130,1,0,1,0,0.5125,0.507692307692308,0.622448979591837,0.615384615384615,"W",80,98,65,65,1,1,0.635453560865591,0.38396867663172,0.801780132513441,0.23746145013172,0.368421052631579,0.488372093023256,38,43,"6-4","7-6(4)","","","",0.68155271171828,0.37367978274086,0.845284484037634,0.244534720062366,0.497311827956989,0.67741935483871,46,57,0.630474371431818,0.370211933840909,0.805718568477273,0.214271631545455,0.680876988215909,0.366138032382576,0.846178066147727,0.236190460594697,0.386363636363636,0.662878787878788,28,34,1.66,2.21,0,1,0,0,0,0,-0.930869270000002,0,-869,0.62676161328298,0.365037123491766,0.762327267710089,0.222084693650461,0.630696189648421,0.367482725575897,0.770927312721169,0.229140502704397,0.671641791,0.435483871,0.909090909,0.3,0.671641791,0.435483871,0.909090909,0.3,0.629702273630758,0.360357549674634,0.766289545197248,0.219314100046834,0.632617423803643,0.352217520394432,0.773309901340358,0.202057327199549,0.451562148797483,0.452054794520548,1,1,0.423340961098398,0.368231046931408,0.43,1.66,"W",1,"Hard",-18
"243","NED",0,"Rotterdam","Hard",1,0,0,"A",0,"Dominic Thiem","R","AUT",23.44695414,"Alexander Zverev","R","GER",19.81930185,0,"3-6 6-3 6-4","R32",5,104,0,0,14,4,7,79,48,37,15,0.607594937,0.658227848,0.388235294,0.785714286,0.285714286,NA,0.663742626,0.370024464,0.826649827,0.231199691,NA,0.661534923,0.356280596,0.821029775,0.204707181,NA,0.618047741,0.437625469,0.760851648,0.325404859,NA,0.554216867,0.376344086,0.615384615,0.153846154,14,5,9,85,59,36,16,0.694117647,0.611764706,0.341772152,0.714285714,0.214285714,NA,0.638864214,0.367359642,0.8059483,0.23595807,NA,0.64085056,0.362294811,0.810369503,0.218120496,NA,0.562374532,0.381952259,0.674595142,0.239148352,NA,0.623655914,0.445783133,0.846153846,0.384615385,8,3405,18,1895,0.75,0.25,0,1,0.647482014,0.577464789,0.607843137,0.6,"L",139,102,71,60,4,1,0.664339867,0.362729267,0.830702087,0.226994798,0.480519481,0.549019608,77,51,"3-6","6-3","6-4","","",0.624153682,0.367698997,0.7859078,0.237151826,0.652991453,0.611111111,65,56,0.64549199,0.342980677,0.807631723,0.189596746,0.642245614,0.349121886,0.816247753,0.207549555,0.564814815,0.648148148,25,25,2.34,1.58,0,1,0,0,0,0,-3.62765229,0,-1510,0.633235586771051,0.356278570420136,0.777081291188656,0.22205563375368,0.642694349829342,0.35386236497015,0.798333284345245,0.209902746587457,0.562374531437625,0.381952259,0.674595141325405,0.239148352,0.623655914,0.445783133,0.846153846,0.384615385,0.632449555068764,0.356284060442127,0.775896716576494,0.222082649239681,0.651876243931862,0.351012482757681,0.811504913345457,0.20444580637745,0.484211709225923,0.509569377874619,0.25,1,0.483434753162956,0.534351144899714,0.533267375533325,1.58,"L",0,"Hard",-10
"244","USA",0,"Cincinnati Masters","Hard",1,0,0,"A",0,"Daniil Medvedev","R","RUS",23.49897331,"Kyle Edmund","R","GBR",24.59137577,0,"6-2 7-5","R64",6,78,0,0,10,0,2,51,34,23,13,0.666666667,0.705882353,0.465517241,0.8,0.5,NA,0.652745230768,0.388354790384,0.80799068724,0.269636502216,NA,0.663413638766667,0.389934523277778,0.818813980711111,0.274333459177778,NA,0.619788963666667,0.440656565666667,0.761904762,0.279761904666667,NA,0.6796834455,0.4791666665,0.892857143,0.419642857,10,2,7,58,33,21,10,0.568965517,0.534482759,0.294117647,0.5,0.2,NA,0.66440612905,0.36907812567,0.83467333205,0.2312955048,NA,0.667288729285714,0.363209666031746,0.848819568190476,0.220900477333333,NA,0.559343434333333,0.380211036333333,0.720238095333333,0.238095238,NA,0.5208333335,0.3203165545,0.580357143,0.107142857,8,3230,30,1360,0.333333333333333,0.666666666666667,0.5,0.5,0.632,0.677777777777778,0.59,0.619047619047619,"W",125,100,90,63,3,2,0.656935957785714,0.39004704902381,0.821920190365079,0.289037479654762,0.558139534883721,0.5,43,44,"6-2","7-5","","","",0.665185555837302,0.368531800615079,0.843092958579365,0.225696348238095,0.680555555555556,0.595238095238095,76,67,0.670770185883333,0.383962821272222,0.828235949788889,0.280138334327778,0.667763536422222,0.353998021761111,0.864228975205556,0.195124211261111,0.677777777777778,0.605555555555556,40,38,1.49,2.63,0,1,0,0,0,0,-1.09240246,0,1870,0.638804375193988,0.368891723861475,0.777447726553556,0.244167437298264,0.646209408714849,0.368828932141142,0.787537361220487,0.244252966864711,0.619788963666667,0.440656565666667,0.761904762,0.279761904666667,0.6796834455,0.4791666665,0.892857143,0.419642857,0.64062078247121,0.3696313468964,0.784562060714482,0.255304044386967,0.654557958453045,0.36507863329957,0.809329873599039,0.244797568048336,0.517184942716858,0.522643818849449,0.333333333333333,0.5,0.53343701399689,0.528138528138528,0.527472527472527,1.49,"W",1,"Hard",22
"245","AUT",0,"Vienna","Hard",1,0,0,"A",0,"Borna Coric","R","CRO",21.93566051,"Lucas Pouille","R","FRA",24.65982204,0,"4-6 6-0 6-4","R16",4,118,149,135,13,6,7,85,55,40,18,0.647058824,0.682352941,0.428571429,0.923076923,0.307692308,NA,0.662319946,0.372327515,0.834938323,0.243583071,NA,0.659487808,0.370348109,0.82642049,0.243935013,NA,0.734693878,0.438356164,0.9,0.4,NA,0.734693878,0.438356164,0.9,0.4,13,4,8,84,47,34,14,0.55952381,0.571428571,0.317647059,0.692307692,0.076923077,NA,0.652206617,0.35883326,0.826796665,0.213140064,NA,0.651403523,0.359614811,0.825433777,0.21867198,NA,0.561643836,0.265306122,0.6,0.1,NA,0.561643836,0.265306122,0.6,0.1,13,2415,23,1780,1,0,1,0,0.559139785,0.548387097,0.586956522,0.578947368,"W",93,92,62,57,1,1,0.657673985,0.385975992,0.82184562,0.262833095,0.45,0.456140351,40,57,"4-6","6-0","6-4","","",0.637943191,0.351018716,0.79153284,0.193299316,0.62345679,0.462962963,40,47,0.649792115,0.392606697,0.79106225,0.274022573,0.65361141,0.363353564,0.835271399,0.225885257,0.602564103,0.5,18,19,1.52,2.55,0,1,0,0,0,0,-2.72416153,14,635,0.648599977073372,0.363411528587317,0.79663728720703,0.227566967878398,0.647126006453723,0.362463927045629,0.79076303171527,0.228111214092942,0.734693878,0.438356164,0.9,0.4,0.734693878,0.438356164,0.9,0.4,0.652006289277194,0.376959430400671,0.809584514343674,0.249280715807648,0.64136098931139,0.375262762490116,0.777879137865864,0.247024305474185,0.487864572623564,0.48644578341708,1,1,0.573863636295648,0.546511628086263,0.49661181019407,1.52,"W",1,"Hard",10
"246","CHN",0,"Beijing","Hard",1,0,0,"A",0,"Nick Kyrgios","R","AUS",22.43394935,"Alexander Zverev","R","GER",20.45174538,0,"6-3 7-5","SF",2,77,166,233,11,1,1,56,39,34,12,0.696428571,0.821428571,0.350877193,1,0.2,NA,0.70889362,0.362615355,0.900861364,0.220962214,NA,0.717777411,0.373526291,0.91832416,0.23656296,NA,0.702653978,0.337596465,0.9,0.144444444,NA,0.702653978,0.337596465,0.9,0.144444444,10,3,5,57,30,23,14,0.526315789,0.649122807,0.178571429,0.8,0,NA,0.664155178,0.381933117,0.834933427,0.25567344,NA,0.666041246,0.373984473,0.845887775,0.236923509,NA,0.662403535,0.297346022,0.855555556,0.1,NA,0.662403535,0.297346022,0.855555556,0.1,19,2245,4,4310,0.666666667,0.333333333,0.666666667,0.333333333,0.717391304,0.75,0.709923664,0.698630137,"W",92,131,68,73,3,3,0.705840038,0.345176443,0.902502603,0.189477038,0.625,0.62295082,48,61,"6-3","7-5","","","",0.669388792,0.382094805,0.833277805,0.248052058,0.649122807,0.685964912,54,65,0.700329923,0.354876225,0.903456315,0.19589965,0.667701422,0.371978975,0.848365864,0.219712245,0.533333333,0.691666667,23,29,1.86,1.93,0,1,0,0,0,0,1.98220397,-67,-2065,0.649868210921933,0.353161045575117,0.778931477794074,0.209265201427231,0.657448681364663,0.35930930671222,0.794915397487809,0.218543858256976,0.702653978,0.337596465,0.9,0.144444444,0.702653978,0.337596465,0.9,0.144444444,0.648788888913267,0.340221043548767,0.784406541985231,0.185261442951681,0.653104645784633,0.347040858991122,0.804381770622212,0.18759563288614,0.502615974808442,0.517730496449005,0.666666667,0.666666667,0.486202365404276,0.435374149387755,0.500821017930819,1.86,"W",1,"Hard",-15
"247","USA",0,"Cincinnati Masters","Hard",1,0,0,"A",0,"Andrey Rublev","R","RUS",21.80971937,"Roger Federer","R","SUI",38.00958248,0,"6-3 6-4","R16",4,61,200,61,10,2,3,54,33,27,12,0.611111111,0.722222222,0.408163265,0.9,0.333333333,NA,0.619840648571429,0.383665916857143,0.760543209545455,0.239748375519481,NA,0.616759640887097,0.385247323741935,0.758767913370968,0.247873331596774,NA,0,0,0,0,NA,0,0,0,0,9,1,4,49,32,20,9,0.653061224,0.591836735,0.277777778,0.666666667,0.1,NA,0.734375973344538,0.393693621478992,0.923738474789916,0.265059948747899,NA,0.728639925804878,0.39678698095122,0.920870725743902,0.276045372487805,NA,0,0,0,0,NA,0,0,0,0,70,836,3,7460,0,0,0,0,0.506493506493506,0.5,0.857142857142857,0.853658536585366,"L",77,119,62,82,0,0,0.6176251654,0.374374080264286,0.769745345592857,0.22504650815,0.366666666666667,0.620689655172414,30,58,"6-3","6-4","","","",0.74143982262,0.39769736673619,0.931921490587619,0.280231228644286,0.469047619047619,0.914761904761905,49,63,0.595122153277778,0.366292383228395,0.73384755891358,0.215551741351852,0.739474860546296,0.401468891709877,0.927596295225309,0.292262281132716,0.382716049382716,0.901234567901235,31,43,7.12,1.1,0,1,0,0,0,0,16.19986311,-139,6624,0.656841196900114,0.388436418099021,0.793939763517116,0.258442991916064,0.65414154448875,0.391483699320657,0.787914787638983,0.266758628112046,0,0,0,0,0,0,0,0,0.664483405972483,0.391695598342976,0.805485969883739,0.266892838869178,0.66874368426939,0.40284216251898,0.811440220815791,0.284825532049795,0.628571428571429,0.630630630630631,0,0,0.661046111493462,0.701923076923077,0.628637951105937,1.1,"L",0,"Hard",67
"248","SUI",0,"Basel","Hard",1,0,0,"A",0,"Alexander Zverev","R","GER",21.50581793,"Roberto Bautista Agut","R","ESP",30.52156057,0,"7-5 6-3","QF",3,105,159,227,10,5,7,68,38,31,12,0.558823529,0.632352941,0.488372093,0.8,0.454545455,NA,0.679016124,0.389236729,0.846280573,0.269892972,NA,0.678163156,0.378312336,0.856754945,0.248691871,NA,0.729860161,0.400806421,0.905555556,0.279166667,NA,0.666666667,0.463414634,0.8,0.4,11,14,19,86,42,30,14,0.488372093,0.511627907,0.367647059,0.545454545,0.2,NA,0.649915304,0.408576808,0.797747123,0.30305775,NA,0.65558222,0.417238559,0.801366477,0.31566115,NA,0.599193579,0.270139839,0.720833333,0.094444444,NA,0.536585366,0.333333333,0.6,0.2,5,5025,26,1650,1,0,1,0,0.737226277,0.692307692,0.669565217,0.671428571,"L",137,115,78,70,3,1,0.666645251,0.400361928,0.83337781,0.292691898,0.604166667,0.473684211,48,57,"7-5","6-3","","","",0.645867864,0.398201141,0.795822214,0.278889028,0.74796748,0.630081301,77,61,0.653819068,0.382947931,0.822798529,0.269749294,0.631146321,0.408039922,0.77556158,0.311418745,0.6,0.641666667,30,27,1.28,3.73,0,1,0,0,0,0,9.01574264,68,-3375,0.625428506475337,0.375670709121526,0.747206035756834,0.263680192277031,0.634090020297969,0.380900041771434,0.763163759924701,0.269239864026261,0.599193579,0.270139839,0.720833333,0.094444444,0.536585366,0.333333333,0.6,0.2,0.61732887835792,0.373951721104202,0.731108770411605,0.250739317645646,0.622374419098867,0.384269404735181,0.741943472789321,0.274567097626482,0.475951994205049,0.492344883110291,0,0,0.457227138608818,0.516778523619657,0.439471007231485,3.73,"L",0,"Hard",-21
